Year,Age,Sex,Country,Population
2086, 95-99,Total,England,717138.0
2086, 100 & over,Total,England,159031.0
2086,All ages,Total,England,65467820.0
2087,  0-4,Total,England,3015840.0
2087,  5-9,Total,England,3153996.0
2087, 10-14,Total,England,3218366.0
2087, 15-19,Total,England,3271658.0
2087, 20-24,Total,England,3459932.0
2087, 25-29,Total,England,3647878.0
2087, 30-34,Total,England,3780147.0
2087, 35-39,Total,England,3903043.0
2087, 40-44,Total,England,3955708.0
2087, 45-49,Total,England,3879220.0
2087, 50-54,Total,England,3751620.0
2087, 55-59,Total,England,3697616.0
2087, 60-64,Total,England,3664862.0
2087, 65-69,Total,England,3748327.0
2087, 70-74,Total,England,3892089.0
2087, 75-79,Total,England,3659609.0
2087, 80-84,Total,England,2993997.0
2087, 85-89,Total,England,2343531.0
2087, 90-94,Total,England,1598792.0
2087, 95-99,Total,England,731993.0
2087, 100 & over,Total,England,163753.0
2087,All ages,Total,England,65531977.0
2088,  0-4,Total,England,3006446.0
2088,  5-9,Total,England,3150138.0
2088, 10-14,Total,England,3224317.0
2088, 15-19,Total,England,3283077.0
2088, 20-24,Total,England,3467435.0
2088, 25-29,Total,England,3642516.0
2088, 30-34,Total,England,3760878.0
2088, 35-39,Total,England,3882605.0
2088, 40-44,Total,England,3956656.0
2088, 45-49,Total,England,3906017.0
2088, 50-54,Total,England,3773118.0
2088, 55-59,Total,England,3701086.0
2088, 60-64,Total,England,3666718.0
2088, 65-69,Total,England,3683181.0
2088, 70-74,Total,England,3865095.0
2088, 75-79,Total,England,3686807.0
2088, 80-84,Total,England,3073238.0
2088, 85-89,Total,England,2341724.0
2088, 90-94,Total,England,1612692.0
2088, 95-99,Total,England,740162.0
2088, 100 & over,Total,England,169872.0
2088,All ages,Total,England,65593778.00000001
2089,  0-4,Total,England,2996943.0
2089,  5-9,Total,England,3144601.0
2089, 10-14,Total,England,3228382.0
2089, 15-19,Total,England,3294099.0
2089, 20-24,Total,England,3476509.0
2089, 25-29,Total,England,3640129.0
2089, 30-34,Total,England,3744120.0
2089, 35-39,Total,England,3860626.0
2089, 40-44,Total,England,3951345.0
2089, 45-49,Total,England,3929596.0
2089, 50-54,Total,England,3798993.0
2089, 55-59,Total,England,3706893.0
2089, 60-64,Total,England,3665402.0
2089, 65-69,Total,England,3637049.0
2089, 70-74,Total,England,3832484.0
2089, 75-79,Total,England,3706183.0
2089, 80-84,Total,England,3137079.0
2089, 85-89,Total,England,2351684.0
2089, 90-94,Total,England,1625680.0
2089, 95-99,Total,England,750659.0
2089, 100 & over,Total,England,174961.0
2089,All ages,Total,England,65653417.0
2090,  0-4,Total,England,2987670.0
2090,  5-9,Total,England,3137620.0
2090, 10-14,Total,England,3230460.0
2090, 15-19,Total,England,3304341.0
2090, 20-24,Total,England,3486754.0
2090, 25-29,Total,England,3640607.0
2090, 30-34,Total,England,3730164.0
2090, 35-39,Total,England,3838132.0
2090, 40-44,Total,England,3940784.0
2090, 45-49,Total,England,3948302.0
2090, 50-54,Total,England,3828435.0
2090, 55-59,Total,England,3715379.0
2090, 60-64,Total,England,3663362.0
2090, 65-69,Total,England,3608133.0
2090, 70-74,Total,England,3785095.0
2090, 75-79,Total,England,3713467.0
2090, 80-84,Total,England,3202634.0
2090, 85-89,Total,England,2376293.0
2090, 90-94,Total,England,1635660.0
2090, 95-99,Total,England,757254.0
2090, 100 & over,Total,England,180504.0
2090,All ages,Total,England,65711050.0
2091,  0-4,Total,England,2978922.0
2091,  5-9,Total,England,3129505.0
2091, 10-14,Total,England,3230511.0
2091, 15-19,Total,England,3313440.0
2091, 20-24,Total,England,3497782.0
2091, 25-29,Total,England,3643770.0
2091, 30-34,Total,England,3719079.0
2091, 35-39,Total,England,3816027.0
2091, 40-44,Total,England,3926270.0
2091, 45-49,Total,England,3961199.0
2091, 50-54,Total,England,3859062.0
2091, 55-59,Total,England,3727620.0
2091, 60-64,Total,England,3663110.0
2091, 65-69,Total,England,3602031.0
2091, 70-74,Total,England,3708551.0
2091, 75-79,Total,England,3714742.0
2091, 80-84,Total,England,3259361.0
2091, 85-89,Total,England,2424066.0
2091, 90-94,Total,England,1638747.0
2091, 95-99,Total,England,766008.0
2091, 100 & over,Total,England,187072.0
2091,All ages,Total,England,65766875.0
2092,  0-4,Total,England,2970970.0
2092,  5-9,Total,England,3120603.0
2092, 10-14,Total,England,3228557.0
2092, 15-19,Total,England,3321094.0
2092, 20-24,Total,England,3509230.0
2092, 25-29,Total,England,3649309.0
2092, 30-34,Total,England,3710860.0
2092, 35-39,Total,England,3795062.0
2092, 40-44,Total,England,3908518.0
2092, 45-49,Total,England,3968353.0
2092, 50-54,Total,England,3888345.0
2092, 55-59,Total,England,3744570.0
2092, 60-64,Total,England,3664949.0
2092, 65-69,Total,England,3602633.0
2092, 70-74,Total,England,3637121.0
2092, 75-79,Total,England,3689445.0
2092, 80-84,Total,England,3319575.0
2092, 85-89,Total,England,2487078.0
2092, 90-94,Total,England,1633909.0
2092, 95-99,Total,England,778644.0
2092, 100 & over,Total,England,192251.0
2092,All ages,Total,England,65821076.0
2093,  0-4,Total,England,2964037.0
2093,  5-9,Total,England,3111246.0
2093, 10-14,Total,England,3224714.0
2093, 15-19,Total,England,3327061.0
2093, 20-24,Total,England,3520683.0
2093, 25-29,Total,England,3656843.0
2093, 30-34,Total,England,3705575.0
2093, 35-39,Total,England,3775962.0
2093, 40-44,Total,England,3888306.0
2093, 45-49,Total,England,3969504.0
2093, 50-54,Total,England,3915230.0
2093, 55-59,Total,England,3766262.0
2093, 60-64,Total,England,3668967.0
2093, 65-69,Total,England,3605332.0
2093, 70-74,Total,England,3575717.0
2093, 75-79,Total,England,3666327.0
2093, 80-84,Total,England,3347976.0
2093, 85-89,Total,England,2558631.0
2093, 90-94,Total,England,1639655.0
2093, 95-99,Total,England,789988.0
2093, 100 & over,Total,England,195809.0
2093,All ages,Total,England,65873825.0
2094,  0-4,Total,England,2958285.0
2094,  5-9,Total,England,3101777.0
2094, 10-14,Total,England,3219197.0
2094, 15-19,Total,England,3331146.0
2094, 20-24,Total,England,3531747.0
2094, 25-29,Total,England,3665945.0
2094, 30-34,Total,England,3703253.0
2094, 35-39,Total,England,3759355.0
2094, 40-44,Total,England,3866555.0
2094, 45-49,Total,England,3964422.0
2094, 50-54,Total,England,3938920.0
2094, 55-59,Total,England,3792285.0
2094, 60-64,Total,England,3675283.0
2094, 65-69,Total,England,3604927.0
2094, 70-74,Total,England,3532706.0
2094, 75-79,Total,England,3637637.0
2094, 80-84,Total,England,3368743.0
2094, 85-89,Total,England,2616874.0
2094, 90-94,Total,England,1654858.0
2094, 95-99,Total,England,801250.0
2094, 100 & over,Total,England,200112.0
2094,All ages,Total,England,65925277.0
2095,  0-4,Total,England,2953825.0
2095,  5-9,Total,England,3092547.0
2095, 10-14,Total,England,3212232.0
2095, 15-19,Total,England,3333232.0
2095, 20-24,Total,England,3542029.0
2095, 25-29,Total,England,3676225.0
2095, 30-34,Total,England,3703795.0
2095, 35-39,Total,England,3745546.0
2095, 40-44,Total,England,3844300.0
2095, 45-49,Total,England,3954122.0
2095, 50-54,Total,England,3957781.0
2095, 55-59,Total,England,3821831.0
2095, 60-64,Total,England,3684247.0
2095, 65-69,Total,England,3603820.0
2095, 70-74,Total,England,3506302.0
2095, 75-79,Total,England,3594894.0
2095, 80-84,Total,England,3378670.0
2095, 85-89,Total,England,2676492.0
2095, 90-94,Total,England,1680234.0
2095, 95-99,Total,England,809947.0
2095, 100 & over,Total,England,203507.0
2095,All ages,Total,England,65975577.99999999
2096,  0-4,Total,England,2950719.0
2096,  5-9,Total,England,3083836.0
2096, 10-14,Total,England,3204140.0
2096, 15-19,Total,England,3333297.0
2096, 20-24,Total,England,3551174.0
2096, 25-29,Total,England,3687280.0
2096, 30-34,Total,England,3707008.0
2096, 35-39,Total,England,3734594.0
2096, 40-44,Total,England,3822428.0
2096, 45-49,Total,England,3939893.0
2096, 50-54,Total,England,3970868.0
2096, 55-59,Total,England,3852543.0
2096, 60-64,Total,England,3696908.0
2096, 65-69,Total,England,3604456.0
2096, 70-74,Total,England,3501790.0
2096, 75-79,Total,England,3524594.0
2096, 80-84,Total,England,3383584.0
2096, 85-89,Total,England,2729432.0
2096, 90-94,Total,England,1722299.0
2096, 95-99,Total,England,815677.0
2096, 100 & over,Total,England,208229.0
2096,All ages,Total,England,66024748.99999999
2097,  0-4,Total,England,2948977.0
2097,  5-9,Total,England,3075920.0
2097, 10-14,Total,England,3195267.0
2097, 15-19,Total,England,3331366.0
2097, 20-24,Total,England,3558874.0
2097, 25-29,Total,England,3698751.0
2097, 30-34,Total,England,3712598.0
2097, 35-39,Total,England,3726491.0
2097, 40-44,Total,England,3801685.0
2097, 45-49,Total,England,3922433.0
2097, 50-54,Total,England,3978252.0
2097, 55-59,Total,England,3881926.0
2097, 60-64,Total,England,3714211.0
2097, 65-69,Total,England,3607133.0
2097, 70-74,Total,England,3503700.0
2097, 75-79,Total,England,3459158.0
2097, 80-84,Total,England,3364623.0
2097, 85-89,Total,England,2785715.0
2097, 90-94,Total,England,1774103.0
2097, 95-99,Total,England,817767.0
2097, 100 & over,Total,England,213885.0
2097,All ages,Total,England,66072835.00000001
2098,  0-4,Total,England,2948554.0
2098,  5-9,Total,England,3069017.0
2098, 10-14,Total,England,3185941.0
2098, 15-19,Total,England,3327549.0
2098, 20-24,Total,England,3564892.0
2098, 25-29,Total,England,3710234.0
2098, 30-34,Total,England,3720164.0
2098, 35-39,Total,England,3721319.0
2098, 40-44,Total,England,3782791.0
2098, 45-49,Total,England,3902533.0
2098, 50-54,Total,England,3979670.0
2098, 55-59,Total,England,3908929.0
2098, 60-64,Total,England,3736184.0
2098, 65-69,Total,England,3611935.0
2098, 70-74,Total,England,3507597.0
2098, 75-79,Total,England,3403296.0
2098, 80-84,Total,England,3347198.0
2098, 85-89,Total,England,2815043.0
2098, 90-94,Total,England,1832341.0
2098, 95-99,Total,England,826108.0
2098, 100 & over,Total,England,218503.0
2098,All ages,Total,England,66119797.99999999
2099,  0-4,Total,England,2949371.0
2099,  5-9,Total,England,3063290.0
2099, 10-14,Total,England,3176499.0
2099, 15-19,Total,England,3322057.0
2099, 20-24,Total,England,3569033.0
2099, 25-29,Total,England,3721311.0
2099, 30-34,Total,England,3729308.0
2099, 35-39,Total,England,3719088.0
2099, 40-44,Total,England,3766377.0
2099, 45-49,Total,England,3881098.0
2099, 50-54,Total,England,3974908.0
2099, 55-59,Total,England,3932772.0
2099, 60-64,Total,England,3762417.0
2099, 65-69,Total,England,3618984.0
2099, 70-74,Total,England,3508504.0
2099, 75-79,Total,England,3364932.0
2099, 80-84,Total,England,3324274.0
2099, 85-89,Total,England,2837136.0
2099, 90-94,Total,England,1880349.0
2099, 95-99,Total,England,840487.0
2099, 100 & over,Total,England,223407.0
2099,All ages,Total,England,66165602.0
2100,  0-4,Total,England,2951303.0
2100,  5-9,Total,England,3058858.0
2100, 10-14,Total,England,3167297.0
2100, 15-19,Total,England,3315115.0
2100, 20-24,Total,England,3571173.0
2100, 25-29,Total,England,3731613.0
2100, 30-34,Total,England,3739621.0
2100, 35-39,Total,England,3719711.0
2100, 40-44,Total,England,3752749.0
2100, 45-49,Total,England,3859155.0
2100, 50-54,Total,England,3964954.0
2100, 55-59,Total,England,3951840.0
2100, 60-64,Total,England,3792116.0
2100, 65-69,Total,England,3628620.0
2100, 70-74,Total,England,3508721.0
2100, 75-79,Total,England,3342266.0
2100, 80-84,Total,England,3288434.0
2100, 85-89,Total,England,2850370.0
2100, 90-94,Total,England,1929293.0
2100, 95-99,Total,England,859863.0
2100, 100 & over,Total,England,227142.0
2100,All ages,Total,England,66210214.00000001
2101,  0-4,Total,England,2954202.0
2101,  5-9,Total,England,3055774.0
2101, 10-14,Total,England,3158610.0
2101, 15-19,Total,England,3307058.0
2101, 20-24,Total,England,3571292.0
2101, 25-29,Total,England,3740769.0
2101, 30-34,Total,England,3750705.0
2101, 35-39,Total,England,3722995.0
2101, 40-44,Total,England,3741962.0
2101, 45-49,Total,England,3837582.0
2101, 50-54,Total,England,3951097.0
2101, 55-59,Total,England,3965184.0
2101, 60-64,Total,England,3822958.0
2101, 65-69,Total,England,3641880.0
2101, 70-74,Total,England,3510617.0
2101, 75-79,Total,England,3340111.0
2101, 80-84,Total,England,3227521.0
2101, 85-89,Total,England,2860135.0
2101, 90-94,Total,England,1974393.0
2101, 95-99,Total,England,888191.0
2101, 100 & over,Total,England,230516.0
2101,All ages,Total,England,66253551.99999999
2102,  0-4,Total,England,2957887.0
2102,  5-9,Total,England,3054052.0
2102, 10-14,Total,England,3150718.0
2102, 15-19,Total,England,3298213.0
2102, 20-24,Total,England,3569415.0
2102, 25-29,Total,England,3748482.0
2102, 30-34,Total,England,3762204.0
2102, 35-39,Total,England,3728651.0
2102, 40-44,Total,England,3734008.0
2102, 45-49,Total,England,3817132.0
2102, 50-54,Total,England,3934034.0
2102, 55-59,Total,England,3972877.0
2102, 60-64,Total,England,3852498.0
2102, 65-69,Total,England,3659687.0
2102, 70-74,Total,England,3514487.0
2102, 75-79,Total,England,3343952.0
2102, 80-84,Total,England,3171111.0
2102, 85-89,Total,England,2850180.0
2102, 90-94,Total,England,2022499.0
2102, 95-99,Total,England,920420.0
2102, 100 & over,Total,England,233140.0
2102,All ages,Total,England,66295647.0
2103,  0-4,Total,England,2962167.0
2103,  5-9,Total,England,3053646.0
2103, 10-14,Total,England,3143832.0
2103, 15-19,Total,England,3288912.0
2103, 20-24,Total,England,3565656.0
2103, 25-29,Total,England,3754507.0
2103, 30-34,Total,England,3773718.0
2103, 35-39,Total,England,3736274.0
2103, 40-44,Total,England,3728971.0
2103, 45-49,Total,England,3798515.0
2103, 50-54,Total,England,3914543.0
2103, 55-59,Total,England,3974658.0
2103, 60-64,Total,England,3879696.0
2103, 65-69,Total,England,3682066.0
2103, 70-74,Total,England,3520408.0
2103, 75-79,Total,England,3349618.0
2103, 80-84,Total,England,3123605.0
2103, 85-89,Total,England,2840816.0
2103, 90-94,Total,England,2050659.9999999998
2103, 95-99,Total,England,956355.0
2103, 100 & over,Total,England,237869.0
2103,All ages,Total,England,66336492.0
2104,  0-4,Total,England,2966843.0
2104,  5-9,Total,England,3054473.0
2104, 10-14,Total,England,3138132.0
2104, 15-19,Total,England,3279496.0
2104, 20-24,Total,England,3560215.0
2104, 25-29,Total,England,3758646.0
2104, 30-34,Total,England,3784826.0
2104, 35-39,Total,England,3745473.0
2104, 40-44,Total,England,3726862.0
2104, 45-49,Total,England,3782357.0
2104, 50-54,Total,England,3893520.0
2104, 55-59,Total,England,3970312.0
2104, 60-64,Total,England,3903771.0
2104, 65-69,Total,England,3708624.0
2104, 70-74,Total,England,3528488.0
2104, 75-79,Total,England,3352451.0
2104, 80-84,Total,England,3092235.0
2104, 85-89,Total,England,2826152.0
2104, 90-94,Total,England,2072418.9999999998
2104, 95-99,Total,England,986037.0
2104, 100 & over,Total,England,244818.0
2104,All ages,Total,England,66376149.99999999
2105,  0-4,Total,England,2971705.0
2105,  5-9,Total,England,3056419.0
2105, 10-14,Total,England,3133707.0
2105, 15-19,Total,England,3270323.0
2105, 20-24,Total,England,3553331.0
2105, 25-29,Total,England,3760777.0
2105, 30-34,Total,England,3795150.0
2105, 35-39,Total,England,3755836.0
2105, 40-44,Total,England,3727592.0
2105, 45-49,Total,England,3768963.0
2105, 50-54,Total,England,3871992.0
2105, 55-59,Total,England,3960817.0
2105, 60-64,Total,England,3923119.0
2105, 65-69,Total,England,3738577.0
2105, 70-74,Total,England,3539078.0
2105, 75-79,Total,England,3354625.0
2105, 80-84,Total,England,3075174.0
2105, 85-89,Total,England,2800388.0
2105, 90-94,Total,England,2088116.0
2105, 95-99,Total,England,1016290.0
2105, 100 & over,Total,England,252836.0
2105,All ages,Total,England,66414815.0
2106,  0-4,Total,England,2976560.0
2106,  5-9,Total,England,3059328.0
2106, 10-14,Total,England,3130632.0
2106, 15-19,Total,England,3261667.0
2106, 20-24,Total,England,3545319.0
2106, 25-29,Total,England,3760886.0
2106, 30-34,Total,England,3804334.0
2106, 35-39,Total,England,3766965.0
2106, 40-44,Total,England,3730974.0
2106, 45-49,Total,England,3758403.0
2106, 50-54,Total,England,3850821.0
2106, 55-59,Total,England,3947457.0
2106, 60-64,Total,England,3936829.0
2106, 65-69,Total,England,3769643.0
2106, 70-74,Total,England,3553190.0
2106, 75-79,Total,England,3358383.0
2106, 80-84,Total,England,3076487.0
2106, 85-89,Total,England,2753441.0
2106, 90-94,Total,England,2102394.0
2106, 95-99,Total,England,1045570.9999999999
2106, 100 & over,Total,England,263531.0
2106,All ages,Total,England,66452815.0
2107,  0-4,Total,England,2981217.0
2107,  5-9,Total,England,3063018.0
2107, 10-14,Total,England,3128919.0
2107, 15-19,Total,England,3253795.0
2107, 20-24,Total,England,3536518.0
2107, 25-29,Total,England,3758992.0
2107, 30-34,Total,England,3812081.0
2107, 35-39,Total,England,3778499.0
2107, 40-44,Total,England,3736721.0
2107, 45-49,Total,England,3750652.0
2107, 50-54,Total,England,3830753.0
2107, 55-59,Total,England,3930913.0
2107, 60-64,Total,England,3944965.0
2107, 65-69,Total,England,3799418.0
2107, 70-74,Total,England,3571725.0
2107, 75-79,Total,England,3364003.0
2107, 80-84,Total,England,3083126.0
2107, 85-89,Total,England,2710501.0
2107, 90-94,Total,England,2102849.0
2107, 95-99,Total,England,1077124.0
2107, 100 & over,Total,England,274707.0
2107,All ages,Total,England,66490496.0
2108,  0-4,Total,England,2985497.0
2108,  5-9,Total,England,3067312.0
2108, 10-14,Total,England,3128528.0
2108, 15-19,Total,England,3246934.0
2108, 20-24,Total,England,3527258.0
2108, 25-29,Total,England,3755215.0
2108, 30-34,Total,England,3818134.0
2108, 35-39,Total,England,3790049.0
2108, 40-44,Total,England,3744424.0
2108, 45-49,Total,England,3745810.0
2108, 50-54,Total,England,3812498.0
2108, 55-59,Total,England,3911959.0
2108, 60-64,Total,England,3947262.0
2108, 65-69,Total,England,3826898.0
2108, 70-74,Total,England,3594698.0
2108, 75-79,Total,England,3371568.0
2108, 80-84,Total,England,3091342.0
2108, 85-89,Total,England,2675437.0
2108, 90-94,Total,England,2102763.0
2108, 95-99,Total,England,1097314.0
2108, 100 & over,Total,England,287411.0
2108,All ages,Total,England,66528311.0
2109,  0-4,Total,England,2989247.0
2109,  5-9,Total,England,3072007.0
2109, 10-14,Total,England,3129370.0
2109, 15-19,Total,England,3241250.0
2109, 20-24,Total,England,3517870.0
2109, 25-29,Total,England,3749765.0
2109, 30-34,Total,England,3822303.0
2109, 35-39,Total,England,3801199.0
2109, 40-44,Total,England,3753697.0
2109, 45-49,Total,England,3743868.0
2109, 50-54,Total,England,3796693.0
2109, 55-59,Total,England,3891483.0
2109, 60-64,Total,England,3943508.0
2109, 65-69,Total,England,3851316.0
2109, 70-74,Total,England,3621738.0
2109, 75-79,Total,England,3381180.0
2109, 80-84,Total,England,3096977.0
2109, 85-89,Total,England,2654377.0
2109, 90-94,Total,England,2097884.0
2109, 95-99,Total,England,1112950.0
2109, 100 & over,Total,England,298036.0
2109,All ages,Total,England,66566717.99999999
2110,  0-4,Total,England,2992348.0
2110,  5-9,Total,England,3076886.0
2110, 10-14,Total,England,3131327.0
2110, 15-19,Total,England,3236849.0
2110, 20-24,Total,England,3508727.0
2110, 25-29,Total,England,3742853.0
2110, 30-34,Total,England,3824475.0
2110, 35-39,Total,England,3811569.0
2110, 40-44,Total,England,3764129.0
2110, 45-49,Total,England,3744759.0
2110, 50-54,Total,England,3783622.0
2110, 55-59,Total,England,3870497.0
2110, 60-64,Total,England,3934671.0
2110, 65-69,Total,England,3871109.0
2110, 70-74,Total,England,3652061.0
2110, 75-79,Total,England,3393179.0
2110, 80-84,Total,England,3102014.0
2110, 85-89,Total,England,2645469.0
2110, 90-94,Total,England,2084620.0
2110, 95-99,Total,England,1125996.0
2110, 100 & over,Total,England,309073.0
2110,All ages,Total,England,66606232.99999999
2111,  0-4,Total,England,2994704.0
2111,  5-9,Total,England,3081750.0
2111, 10-14,Total,England,3134251.0
2111, 15-19,Total,England,3233789.0
2111, 20-24,Total,England,3500106.0
2111, 25-29,Total,England,3734807.0
2111, 30-34,Total,England,3824631.0
2111, 35-39,Total,England,3820808.0
2111, 40-44,Total,England,3775321.0
2111, 45-49,Total,England,3748287.0
2111, 50-54,Total,England,3773359.0
2111, 55-59,Total,England,3849859.0
2111, 60-64,Total,England,3922009.0
2111, 65-69,Total,England,3885355.0
2111, 70-74,Total,England,3683457.0
2111, 75-79,Total,England,3408539.0
2111, 80-84,Total,England,3108490.0
2111, 85-89,Total,England,2651607.0
2111, 90-94,Total,England,2055870.0
2111, 95-99,Total,England,1139709.0
2111, 100 & over,Total,England,320641.0
2111,All ages,Total,England,66647349.0
2112,  0-4,Total,England,2996249.0
2112,  5-9,Total,England,3086410.0
2112, 10-14,Total,England,3137954.0
2112, 15-19,Total,England,3232095.0
2112, 20-24,Total,England,3492265.0
2112, 25-29,Total,England,3725978.0
2112, 30-34,Total,England,3822779.0
2112, 35-39,Total,England,3828609.0
2112, 40-44,Total,England,3786922.0
2112, 45-49,Total,England,3754162.0
2112, 50-54,Total,England,3765885.0
2112, 55-59,Total,England,3830302.0
2112, 60-64,Total,England,3906201.0
2112, 65-69,Total,England,3894126.0
2112, 70-74,Total,England,3713601.0
2112, 75-79,Total,England,3428136.0
2112, 80-84,Total,England,3116667.0
2112, 85-89,Total,England,2662049.0
2112, 90-94,Total,England,2030441.0
2112, 95-99,Total,England,1146482.0
2112, 100 & over,Total,England,333201.0
2112,All ages,Total,England,66690513.99999999
2113,  0-4,Total,England,2996943.0
2113,  5-9,Total,England,3090693.0
2113, 10-14,Total,England,3142259.0
2113, 15-19,Total,England,3231722.0
2113, 20-24,Total,England,3485421.0
2113, 25-29,Total,England,3716692.0
2113, 30-34,Total,England,3819052.0
2113, 35-39,Total,England,3834723.0
2113, 40-44,Total,England,3798541.0
2113, 45-49,Total,England,3761980.0
2113, 50-54,Total,England,3761293.0
2113, 55-59,Total,England,3812531.0
2113, 60-64,Total,England,3887999.0
2113, 65-69,Total,England,3897157.0
2113, 70-74,Total,England,3741505.0
2113, 75-79,Total,England,3451981.0
2113, 80-84,Total,England,3126616.0
2113, 85-89,Total,England,2673695.0
2113, 90-94,Total,England,2011399.0
2113, 95-99,Total,England,1151910.0
2113, 100 & over,Total,England,341992.0
2113,All ages,Total,England,66736104.00000001
2114,  0-4,Total,England,2996776.0
2114,  5-9,Total,England,3094458.0
2114, 10-14,Total,England,3146954.0
2114, 15-19,Total,England,3232576.0
2114, 20-24,Total,England,3479757.0
2114, 25-29,Total,England,3707286.0
2114, 30-34,Total,England,3813647.0
2114, 35-39,Total,England,3838948.0
2114, 40-44,Total,England,3809766.0
2114, 45-49,Total,England,3771358.0
2114, 50-54,Total,England,3759582.0
2114, 55-59,Total,England,3797182.0
2114, 60-64,Total,England,3868291.0
2114, 65-69,Total,England,3894236.0
2114, 70-74,Total,England,3766437.0
2114, 75-79,Total,England,3479711.0
2114, 80-84,Total,England,3138443.0
2114, 85-89,Total,England,2683193.0
2114, 90-94,Total,England,2003266.0
2114, 95-99,Total,England,1153860.0
2114, 100 & over,Total,England,348723.0
2114,All ages,Total,England,66784450.0
2115,  0-4,Total,England,2995792.0
2115,  5-9,Total,England,3097577.0
2115, 10-14,Total,England,3151833.0
2115, 15-19,Total,England,3234540.0
2115, 20-24,Total,England,3475368.0
2115, 25-29,Total,England,3698125.0
2115, 30-34,Total,England,3806788.0
2115, 35-39,Total,England,3841190.0
2115, 40-44,Total,England,3820207.0
2115, 45-49,Total,England,3781893.0
2115, 50-54,Total,England,3760678.0
2115, 55-59,Total,England,3784538.0
2115, 60-64,Total,England,3848061.0
2115, 65-69,Total,England,3886314.0
2115, 70-74,Total,England,3786856.0
2115, 75-79,Total,England,3510571.0
2115, 80-84,Total,England,3152474.0
2115, 85-89,Total,England,2692196.0
2115, 90-94,Total,England,2004210.0
2115, 95-99,Total,England,1151193.0
2115, 100 & over,Total,England,355311.0
2115,All ages,Total,England,66835715.0
2116,  0-4,Total,England,2994036.0
2116,  5-9,Total,England,3099942.0
2116, 10-14,Total,England,3156705.0
2116, 15-19,Total,England,3237474.0
2116, 20-24,Total,England,3472322.0
2116, 25-29,Total,England,3689489.0
2116, 30-34,Total,England,3798796.0
2116, 35-39,Total,England,3841412.0
2116, 40-44,Total,England,3829515.0
2116, 45-49,Total,England,3793196.0
2116, 50-54,Total,England,3764393.0
2116, 55-59,Total,England,3774669.0
2116, 60-64,Total,England,3828169.0
2116, 65-69,Total,England,3874624.0
2116, 70-74,Total,England,3801868.0
2116, 75-79,Total,England,3542444.0
2116, 80-84,Total,England,3169628.0
2116, 85-89,Total,England,2702432.0
2116, 90-94,Total,England,2015504.0
2116, 95-99,Total,England,1140318.0
2116, 100 & over,Total,England,363012.0
2116,All ages,Total,England,66889948.00000001
2117,  0-4,Total,England,2991580.0
2117,  5-9,Total,England,3101509.0
2117, 10-14,Total,England,3161371.0
2117, 15-19,Total,England,3241183.0
2117, 20-24,Total,England,3470643.0
2117, 25-29,Total,England,3681635.0
2117, 30-34,Total,England,3790029.0
2117, 35-39,Total,England,3839637.0
2117, 40-44,Total,England,3837383.0
2117, 45-49,Total,England,3804904.0
2117, 50-54,Total,England,3770444.0
2117, 55-59,Total,England,3767556.0
2117, 60-64,Total,England,3809332.0
2117, 65-69,Total,England,3859832.0
2117, 70-74,Total,England,3811535.0
2117, 75-79,Total,England,3573112.0
2117, 80-84,Total,England,3190740.0
2117, 85-89,Total,England,2714129.0
2117, 90-94,Total,England,2029686.0
2117, 95-99,Total,England,1131957.0
2117, 100 & over,Total,England,368859.0
2117,All ages,Total,England,66947056.0
2118,  0-4,Total,England,2988545.0
2118,  5-9,Total,England,3102216.0
2118, 10-14,Total,England,3165661.0
2118, 15-19,Total,England,3245496.0
2118, 20-24,Total,England,3470282.0
2118, 25-29,Total,England,3674773.0
2118, 30-34,Total,England,3780801.0
2118, 35-39,Total,England,3835996.0
2118, 40-44,Total,England,3843574.0
2118, 45-49,Total,England,3816624.0
2118, 50-54,Total,England,3778424.0
2118, 55-59,Total,England,3763295.0
2118, 60-64,Total,England,3792257.0
2118, 65-69,Total,England,3842684.0
2118, 70-74,Total,England,3815597.0
2118, 75-79,Total,England,3601632.0
2118, 80-84,Total,England,3215798.0
2118, 85-89,Total,England,2727362.0
2118, 90-94,Total,England,2044599.0
2118, 95-99,Total,England,1127943.0
2118, 100 & over,Total,England,373277.0
2118,All ages,Total,England,67006835.99999999
2119,  0-4,Total,England,2985038.0
2119,  5-9,Total,England,3102067.0
2119, 10-14,Total,England,3169438.0
2119, 15-19,Total,England,3250199.0
2119, 20-24,Total,England,3471148.0
2119, 25-29,Total,England,3669107.0
2119, 30-34,Total,England,3771461.0
2119, 35-39,Total,England,3830673.0
2119, 40-44,Total,England,3847891.0
2119, 45-49,Total,England,3827948.0
2119, 50-54,Total,England,3787960.0
2119, 55-59,Total,England,3761890.0
2119, 60-64,Total,England,3777551.0
2119, 65-69,Total,England,3824042.0
2119, 70-74,Total,England,3813842.0
2119, 75-79,Total,England,3627308.0
2119, 80-84,Total,England,3244456.0
2119, 85-89,Total,England,2742211.0
2119, 90-94,Total,England,2058018.0
2119, 95-99,Total,England,1130637.0
2119, 100 & over,Total,England,376125.0
2119,All ages,Total,England,67069009.99999999
2120,  0-4,Total,England,2981182.0
2120,  5-9,Total,England,3101103.0
2120, 10-14,Total,England,3172566.0
2120, 15-19,Total,England,3255083.0
2120, 20-24,Total,England,3473121.0
2120, 25-29,Total,England,3664719.0
2120, 30-34,Total,England,3762352.0
