Year,Age,Sex,Country,Population
2053, 40-44,Total,England,4204994.0
2053, 45-49,Total,England,3908227.0
2053, 50-54,Total,England,3680606.0
2053, 55-59,Total,England,3770431.0
2053, 60-64,Total,England,3769448.0
2053, 65-69,Total,England,3571425.0
2053, 70-74,Total,England,3319381.0
2053, 75-79,Total,England,2774389.0
2053, 80-84,Total,England,2608752.0
2053, 85-89,Total,England,1963451.0
2053, 90-94,Total,England,1011528.0
2053, 95-99,Total,England,302521.0
2053, 100 & over,Total,England,46196.0
2053,All ages,Total,England,62810786.0
2054,  0-4,Total,England,3077495.0
2054,  5-9,Total,England,3269332.0
2054, 10-14,Total,England,3310880.0
2054, 15-19,Total,England,3273999.0
2054, 20-24,Total,England,3428363.0
2054, 25-29,Total,England,3617178.0
2054, 30-34,Total,England,3727950.0
2054, 35-39,Total,England,4100654.9999999995
2054, 40-44,Total,England,4220535.0
2054, 45-49,Total,England,3980697.0
2054, 50-54,Total,England,3670642.0
2054, 55-59,Total,England,3762715.0
2054, 60-64,Total,England,3769333.0
2054, 65-69,Total,England,3598654.0
2054, 70-74,Total,England,3339509.0
2054, 75-79,Total,England,2803874.0
2054, 80-84,Total,England,2564764.0
2054, 85-89,Total,England,1975196.0
2054, 90-94,Total,England,1053365.0
2054, 95-99,Total,England,317071.0
2054, 100 & over,Total,England,47782.0
2054,All ages,Total,England,62909989.0
2055,  0-4,Total,England,3054481.0
2055,  5-9,Total,England,3258190.0
2055, 10-14,Total,England,3329282.0
2055, 15-19,Total,England,3303201.0
2055, 20-24,Total,England,3435792.0
2055, 25-29,Total,England,3613041.0
2055, 30-34,Total,England,3693051.0
2055, 35-39,Total,England,4042569.0
2055, 40-44,Total,England,4221572.0
2055, 45-49,Total,England,4055360.0
2055, 50-54,Total,England,3684768.0
2055, 55-59,Total,England,3754616.0
2055, 60-64,Total,England,3748076.0
2055, 65-69,Total,England,3617956.0
2055, 70-74,Total,England,3351452.0
2055, 75-79,Total,England,2864516.0
2055, 80-84,Total,England,2524851.0
2055, 85-89,Total,England,1974755.0
2055, 90-94,Total,England,1092134.0
2055, 95-99,Total,England,332593.0
2055, 100 & over,Total,England,49284.0
2055,All ages,Total,England,63001540.0
2056,  0-4,Total,England,3031881.0
2056,  5-9,Total,England,3243051.0
2056, 10-14,Total,England,3341756.0
2056, 15-19,Total,England,3333658.0
2056, 20-24,Total,England,3447088.0
2056, 25-29,Total,England,3610768.0
2056, 30-34,Total,England,3683308.0
2056, 35-39,Total,England,3951831.0
2056, 40-44,Total,England,4214615.0
2056, 45-49,Total,England,4117167.9999999995
2056, 50-54,Total,England,3735627.0
2056, 55-59,Total,England,3728260.0
2056, 60-64,Total,England,3721619.0
2056, 65-69,Total,England,3649474.0
2056, 70-74,Total,England,3366507.0
2056, 75-79,Total,England,2931396.0
2056, 80-84,Total,England,2466889.0
2056, 85-89,Total,England,1987574.0
2056, 90-94,Total,England,1122083.0
2056, 95-99,Total,England,350321.0
2056, 100 & over,Total,England,51529.0
2056,All ages,Total,England,63086403.0
2057,  0-4,Total,England,3010419.0
2057,  5-9,Total,England,3224640.0
2057, 10-14,Total,England,3348398.0
2057, 15-19,Total,England,3362729.0
2057, 20-24,Total,England,3463260.0
2057, 25-29,Total,England,3610709.0
2057, 30-34,Total,England,3681109.0
2057, 35-39,Total,England,3866648.0
2057, 40-44,Total,England,4175903.0000000005
2057, 45-49,Total,England,4182585.0
2057, 50-54,Total,England,3813751.0
2057, 55-59,Total,England,3682293.0
2057, 60-64,Total,England,3713497.0
2057, 65-69,Total,England,3674372.0
2057, 70-74,Total,England,3380224.0
2057, 75-79,Total,England,3001206.0
2057, 80-84,Total,England,2417423.0
2057, 85-89,Total,England,1986811.0
2057, 90-94,Total,England,1145936.0
2057, 95-99,Total,England,369379.0
2057, 100 & over,Total,England,54394.0
2057,All ages,Total,England,63165686.0
2058,  0-4,Total,England,2990858.0
2058,  5-9,Total,England,3203746.0
2058, 10-14,Total,England,3348928.0
2058, 15-19,Total,England,3389347.0
2058, 20-24,Total,England,3484328.0
2058, 25-29,Total,England,3612964.0
2058, 30-34,Total,England,3681222.0
2058, 35-39,Total,England,3792703.0
2058, 40-44,Total,England,4140511.9999999995
2058, 45-49,Total,England,4206872.0
2058, 50-54,Total,England,3904868.0
2058, 55-59,Total,England,3657398.0
2058, 60-64,Total,England,3710611.0
2058, 65-69,Total,England,3665377.0
2058, 70-74,Total,England,3410453.0
2058, 75-79,Total,England,3062616.0
2058, 80-84,Total,England,2395919.0
2058, 85-89,Total,England,1973815.0
2058, 90-94,Total,England,1161983.0
2058, 95-99,Total,England,388247.0
2058, 100 & over,Total,England,57781.0
2058,All ages,Total,England,63240548.0
2059,  0-4,Total,England,2973833.0
2059,  5-9,Total,England,3181310.0
2059, 10-14,Total,England,3343132.0
2059, 15-19,Total,England,3412694.0
2059, 20-24,Total,England,3509863.0
2059, 25-29,Total,England,3617648.0
2059, 30-34,Total,England,3677990.0
2059, 35-39,Total,England,3739298.0
2059, 40-44,Total,England,4099348.0
2059, 45-49,Total,England,4222596.0
2059, 50-54,Total,England,3976908.0
2059, 55-59,Total,England,3648340.0
2059, 60-64,Total,England,3703968.0
2059, 65-69,Total,England,3666398.0
2059, 70-74,Total,England,3438135.0
2059, 75-79,Total,England,3083802.0
2059, 80-84,Total,England,2427179.0
2059, 85-89,Total,England,1945590.0
2059, 90-94,Total,England,1175431.0
2059, 95-99,Total,England,407490.0
2059, 100 & over,Total,England,61180.0
2059,All ages,Total,England,63312133.0
2060,  0-4,Total,England,2959640.0
2060,  5-9,Total,England,3158375.0
2060, 10-14,Total,England,3332031.0
2060, 15-19,Total,England,3431094.0
2060, 20-24,Total,England,3539072.0
2060, 25-29,Total,England,3625105.0
2060, 30-34,Total,England,3673955.0
2060, 35-39,Total,England,3704724.0
2060, 40-44,Total,England,4041799.0
2060, 45-49,Total,England,4223925.0
2060, 50-54,Total,England,4051157.0
2060, 55-59,Total,England,3663011.0
2060, 60-64,Total,England,3696789.0
2060, 65-69,Total,England,3647041.0
2060, 70-74,Total,England,3458438.0
2060, 75-79,Total,England,3098123.0
2060, 80-84,Total,England,2485541.0
2060, 85-89,Total,England,1920323.0
2060, 90-94,Total,England,1181433.0
2060, 95-99,Total,England,425325.0
2060, 100 & over,Total,England,64696.0
2060,All ages,Total,England,63381597.0
2061,  0-4,Total,England,2948337.0
2061,  5-9,Total,England,3135845.0
2061, 10-14,Total,England,3316937.0
2061, 15-19,Total,England,3443585.0
2061, 20-24,Total,England,3569546.0
2061, 25-29,Total,England,3636436.0
2061, 30-34,Total,England,3671775.0
2061, 35-39,Total,England,3695173.0
2061, 40-44,Total,England,3951778.0
2061, 45-49,Total,England,4217352.0
2061, 50-54,Total,England,4112710.0
2061, 55-59,Total,England,3713893.0
2061, 60-64,Total,England,3671744.0
2061, 65-69,Total,England,3622876.0
2061, 70-74,Total,England,3490415.0
2061, 75-79,Total,England,3115215.0
2061, 80-84,Total,England,2548282.0
2061, 85-89,Total,England,1882947.0
2061, 90-94,Total,England,1196573.0
2061, 95-99,Total,England,439721.0
2061, 100 & over,Total,England,68864.0
2061,All ages,Total,England,63450004.0
2062,  0-4,Total,England,2939925.0
2062,  5-9,Total,England,3114462.0
2062, 10-14,Total,England,3298576.0
2062, 15-19,Total,England,3450245.0
2062, 20-24,Total,England,3598643.0
2062, 25-29,Total,England,3652648.0
2062, 30-34,Total,England,3671803.0
2062, 35-39,Total,England,3693096.0
2062, 40-44,Total,England,3867307.0
2062, 45-49,Total,England,4179263.0
2062, 50-54,Total,England,4177874.0
2062, 55-59,Total,England,3791543.0
2062, 60-64,Total,England,3627558.0
2062, 65-69,Total,England,3616417.0
2062, 70-74,Total,England,3515742.0
2062, 75-79,Total,England,3130860.0
2062, 80-84,Total,England,2612363.0
2062, 85-89,Total,England,1851957.0
2062, 90-94,Total,England,1202618.0
2062, 95-99,Total,England,452004.0
2062, 100 & over,Total,England,73421.0
2062,All ages,Total,England,63518325.0
2063,  0-4,Total,England,2934474.0
2063,  5-9,Total,England,3094968.0
2063, 10-14,Total,England,3277741.0
2063, 15-19,Total,England,3450808.0
2063, 20-24,Total,England,3625291.0
2063, 25-29,Total,England,3673768.0
2063, 30-34,Total,England,3674134.0
2063, 35-39,Total,England,3693317.0
2063, 40-44,Total,England,3794004.0
2063, 45-49,Total,England,4144456.0
2063, 50-54,Total,England,4202319.0
2063, 55-59,Total,England,3881922.0
2063, 60-64,Total,England,3604160.0
2063, 65-69,Total,England,3614876.0
2063, 70-74,Total,England,3508817.0
2063, 75-79,Total,England,3161909.0
2063, 80-84,Total,England,2668731.0
2063, 85-89,Total,England,1842575.0
2063, 90-94,Total,England,1200009.0
2063, 95-99,Total,England,461260.0
2063, 100 & over,Total,England,77978.0
2063,All ages,Total,England,63587517.0
2064,  0-4,Total,England,2931984.0
2064,  5-9,Total,England,3078007.0
2064, 10-14,Total,England,3255355.0
2064, 15-19,Total,England,3445052.0
2064, 20-24,Total,England,3648690.0
2064, 25-29,Total,England,3699370.0
2064, 30-34,Total,England,3678885.0
2064, 35-39,Total,England,3690211.0
2064, 40-44,Total,England,3741125.0
2064, 45-49,Total,England,4103883.0
2064, 50-54,Total,England,4218302.0
2064, 55-59,Total,England,3953420.0
2064, 60-64,Total,England,3596365.0
2064, 65-69,Total,England,3609713.0
2064, 70-74,Total,England,3511455.0
2064, 75-79,Total,England,3190164.0
2064, 80-84,Total,England,2690947.0
2064, 85-89,Total,England,1874780.0
2064, 90-94,Total,England,1187933.0
2064, 95-99,Total,England,470158.0
2064, 100 & over,Total,England,82602.0
2064,All ages,Total,England,63658401.0
2065,  0-4,Total,England,2932388.0
2065,  5-9,Total,England,3063866.0
2065, 10-14,Total,England,3232466.0
2065, 15-19,Total,England,3434002.0
2065, 20-24,Total,England,3667153.0
2065, 25-29,Total,England,3728658.0
2065, 30-34,Total,England,3686408.0
2065, 35-39,Total,England,3686306.0
2065, 40-44,Total,England,3706952.0
2065, 45-49,Total,England,4047042.0
2065, 50-54,Total,England,4220024.0
2065, 55-59,Total,England,4027121.0
2065, 60-64,Total,England,3611793.0
2065, 65-69,Total,England,3603834.0
2065, 70-74,Total,England,3494724.0
2065, 75-79,Total,England,3211881.0
2065, 80-84,Total,England,2708284.0
2065, 85-89,Total,England,1928124.0
2065, 90-94,Total,England,1177719.0
2065, 95-99,Total,England,475918.0
2065, 100 & over,Total,England,86906.0
2065,All ages,Total,England,63731569.0
2066,  0-4,Total,England,2935491.0
2066,  5-9,Total,England,3052601.0
2066, 10-14,Total,England,3209988.0
2066, 15-19,Total,England,3418953.0
2066, 20-24,Total,England,3679719.0
2066, 25-29,Total,England,3759201.0
2066, 30-34,Total,England,3697795.0
2066, 35-39,Total,England,3684249.0
2066, 40-44,Total,England,3697631.0
2066, 45-49,Total,England,3957975.0
2066, 50-54,Total,England,4213969.0
2066, 55-59,Total,England,4088343.0
2066, 60-64,Total,England,3662689.0
2066, 65-69,Total,England,3580672.0
2066, 70-74,Total,England,3473700.0
2066, 75-79,Total,England,3244494.0
2066, 80-84,Total,England,2727910.0
2066, 85-89,Total,England,1983285.0
2066, 90-94,Total,England,1161768.0
2066, 95-99,Total,England,486380.0
2066, 100 & over,Total,England,90573.0
2066,All ages,Total,England,63807386.0
2067,  0-4,Total,England,2940968.0
2067,  5-9,Total,England,3044232.0
2067, 10-14,Total,England,3188654.0
2067, 15-19,Total,England,3400642.0
2067, 20-24,Total,England,3686471.0
2067, 25-29,Total,England,3788367.0
2067, 30-34,Total,England,3714051.0
2067, 35-39,Total,England,3684400.0
2067, 40-44,Total,England,3695725.0
2067, 45-49,Total,England,3874433.0
2067, 50-54,Total,England,4176707.0000000005
2067, 55-59,Total,England,4153189.0000000005
2067, 60-64,Total,England,3739669.0
2067, 65-69,Total,England,3538989.0
2067, 70-74,Total,England,3469515.0
2067, 75-79,Total,England,3270402.0
2067, 80-84,Total,England,2745927.0
2067, 85-89,Total,England,2037703.0
2067, 90-94,Total,England,1149688.0
2067, 95-99,Total,England,492367.0
2067, 100 & over,Total,England,93938.0
2067,All ages,Total,England,63886037.0
2068,  0-4,Total,England,2948437.0
2068,  5-9,Total,England,3038812.0
2068, 10-14,Total,England,3169209.0
2068, 15-19,Total,England,3379858.0
2068, 20-24,Total,England,3687130.0
2068, 25-29,Total,England,3815074.0
2068, 30-34,Total,England,3735207.0
2068, 35-39,Total,England,3686840.0
2068, 40-44,Total,England,3696096.0
2068, 45-49,Total,England,3801978.0
2068, 50-54,Total,England,4142676.9999999995
2068, 55-59,Total,England,4177850.9999999995
2068, 60-64,Total,England,3829060.0
2068, 65-69,Total,England,3517618.0
2068, 70-74,Total,England,3469808.0
2068, 75-79,Total,England,3266465.0
2068, 80-84,Total,England,2777744.0
2068, 85-89,Total,England,2085589.0
2068, 90-94,Total,England,1151391.0
2068, 95-99,Total,England,493987.0
2068, 100 & over,Total,England,96726.0
2068,All ages,Total,England,63967557.0
2069,  0-4,Total,England,2957489.0
2069,  5-9,Total,England,3036355.0
2069, 10-14,Total,England,3152286.0
2069, 15-19,Total,England,3357531.0
2069, 20-24,Total,England,3681481.0
2069, 25-29,Total,England,3838519.0
2069, 30-34,Total,England,3760837.0
2069, 35-39,Total,England,3691691.0
2069, 40-44,Total,England,3693152.0
2069, 45-49,Total,England,3749799.0
2069, 50-54,Total,England,4102903.0000000005
2069, 55-59,Total,England,4194158.9999999995
2069, 60-64,Total,England,3899830.0
2069, 65-69,Total,England,3511511.0
2069, 70-74,Total,England,3466691.0
2069, 75-79,Total,England,3271374.0
2069, 80-84,Total,England,2806421.0
2069, 85-89,Total,England,2108048.0
2069, 90-94,Total,England,1180451.0
2069, 95-99,Total,England,491647.0
2069, 100 & over,Total,England,99674.0
2069,All ages,Total,England,64051849.0
2070,  0-4,Total,England,2967704.0
2070,  5-9,Total,England,3036779.0
2070, 10-14,Total,England,3138177.0
2070, 15-19,Total,England,3334707.0
2070, 20-24,Total,England,3670543.0
2070, 25-29,Total,England,3857011.0
2070, 30-34,Total,England,3790137.0
2070, 35-39,Total,England,3699304.0
2070, 40-44,Total,England,3689423.0
2070, 45-49,Total,England,3716155.0
2070, 50-54,Total,England,4047007.0
2070, 55-59,Total,England,4196400.0
2070, 60-64,Total,England,3972806.0
2070, 65-69,Total,England,3527898.0
2070, 70-74,Total,England,3462614.0
2070, 75-79,Total,England,3258388.0
2070, 80-84,Total,England,2829820.0
2070, 85-89,Total,England,2128376.0
2070, 90-94,Total,England,1223088.0
2070, 95-99,Total,England,490399.0
2070, 100 & over,Total,England,101891.0
2070,All ages,Total,England,64138627.0
2071,  0-4,Total,England,2978692.0
2071,  5-9,Total,England,3039891.0
2071, 10-14,Total,England,3126945.0
2071, 15-19,Total,England,3312286.0
2071, 20-24,Total,England,3655611.0
2071, 25-29,Total,England,3869589.0
2071, 30-34,Total,England,3820678.0
2071, 35-39,Total,England,3710769.0
2071, 40-44,Total,England,3687540.0
2071, 45-49,Total,England,3707155.0
2071, 50-54,Total,England,3959179.0
2071, 55-59,Total,England,4191033.0000000005
2071, 60-64,Total,England,4033595.0
2071, 65-69,Total,England,3578737.0
2071, 70-74,Total,England,3442079.0
2071, 75-79,Total,England,3241888.0
2071, 80-84,Total,England,2862989.0
2071, 85-89,Total,England,2150337.0
2071, 90-94,Total,England,1265059.0
2071, 95-99,Total,England,487975.0
2071, 100 & over,Total,England,105415.0
2071,All ages,Total,England,64227442.0
2072,  0-4,Total,England,2990084.0
2072,  5-9,Total,England,3045382.0
2072, 10-14,Total,England,3118606.0
2072, 15-19,Total,England,3291005.0
2072, 20-24,Total,England,3637411.0
2072, 25-29,Total,England,3876337.0
2072, 30-34,Total,England,3849843.0
2072, 35-39,Total,England,3727084.0
2072, 40-44,Total,England,3687847.0
2072, 45-49,Total,England,3705481.0
2072, 50-54,Total,England,3876855.0
2072, 55-59,Total,England,4154866.0
2072, 60-64,Total,England,4098027.0
2072, 65-69,Total,England,3654766.0
2072, 70-74,Total,England,3403852.0
2072, 75-79,Total,England,3240968.0
2072, 80-84,Total,England,2889417.0
2072, 85-89,Total,England,2170536.0
2072, 90-94,Total,England,1304620.0
2072, 95-99,Total,England,487149.0
2072, 100 & over,Total,England,107660.0
2072,All ages,Total,England,64317796.0
2073,  0-4,Total,England,3001489.0
2073,  5-9,Total,England,3052858.0
2073, 10-14,Total,England,3113208.0
2073, 15-19,Total,England,3271612.0
2073, 20-24,Total,England,3616745.0
2073, 25-29,Total,England,3876981.0
2073, 30-34,Total,England,3876544.0
2073, 35-39,Total,England,3748285.0
2073, 40-44,Total,England,3690437.0
2073, 45-49,Total,England,3706067.0
2073, 50-54,Total,England,3805505.0
2073, 55-59,Total,England,4121849.0
2073, 60-64,Total,England,4123006.9999999995
2073, 65-69,Total,England,3742850.0
2073, 70-74,Total,England,3385196.0
2073, 75-79,Total,England,3243860.0
2073, 80-84,Total,England,2889600.0
2073, 85-89,Total,England,2202143.0
2073, 90-94,Total,England,1339512.0
2073, 95-99,Total,England,492629.0
2073, 100 & over,Total,England,108732.0
2073,All ages,Total,England,64409109.0
2074,  0-4,Total,England,3012491.0
2074,  5-9,Total,England,3061913.0
2074, 10-14,Total,England,3110770.0
2074, 15-19,Total,England,3254728.0
2074, 20-24,Total,England,3594524.0
2074, 25-29,Total,England,3871305.0
2074, 30-34,Total,England,3899989.0
2074, 35-39,Total,England,3773934.0
2074, 40-44,Total,England,3695424.0
2074, 45-49,Total,England,3703360.0
2074, 50-54,Total,England,3754234.0
2074, 55-59,Total,England,4083110.0
2074, 60-64,Total,England,4139763.0
2074, 65-69,Total,England,3812708.0
2074, 70-74,Total,England,3381346.0
2074, 75-79,Total,England,3243670.0
2074, 80-84,Total,England,2897547.0
2074, 85-89,Total,England,2230293.0
2074, 90-94,Total,England,1359463.0
2074, 95-99,Total,England,511128.0
2074, 100 & over,Total,England,109042.0
2074,All ages,Total,England,64500742.0
2075,  0-4,Total,England,3022709.0
2075,  5-9,Total,England,3072130.0
2075, 10-14,Total,England,3111210.0
2075, 15-19,Total,England,3240663.0
2075, 20-24,Total,England,3571789.0
2075, 25-29,Total,England,3860328.0
2075, 30-34,Total,England,3918498.0
2075, 35-39,Total,England,3803233.0
2075, 40-44,Total,England,3703163.0
2075, 45-49,Total,England,3699876.0
2075, 50-54,Total,England,3721289.0
2075, 55-59,Total,England,4028440.0
2075, 60-64,Total,England,4142721.9999999995
2075, 65-69,Total,England,3884749.0
2075, 70-74,Total,England,3399029.0
2075, 75-79,Total,England,3242137.0
2075, 80-84,Total,England,2889785.0
2075, 85-89,Total,England,2254952.0
2075, 90-94,Total,England,1380060.0
2075, 95-99,Total,England,535600.0
2075, 100 & over,Total,England,109745.0
2075,All ages,Total,England,64592107.0
2076,  0-4,Total,England,3031780.0
2076,  5-9,Total,England,3083121.0
2076, 10-14,Total,England,3114332.0
2076, 15-19,Total,England,3229474.0
2076, 20-24,Total,England,3549444.0
2076, 25-29,Total,England,3845346.0
2076, 30-34,Total,England,3931110.0
2076, 35-39,Total,England,3833759.0
2076, 40-44,Total,England,3714741.0
2076, 45-49,Total,England,3698232.0
2076, 50-54,Total,England,3712714.0
2076, 55-59,Total,England,3942247.0
2076, 60-64,Total,England,4138312.0
2076, 65-69,Total,England,3945024.0
2076, 70-74,Total,England,3449756.0
2076, 75-79,Total,England,3225399.0
2076, 80-84,Total,England,2879713.0
2076, 85-89,Total,England,2287714.0
2076, 90-94,Total,England,1401569.0
2076, 95-99,Total,England,558179.0
2076, 100 & over,Total,England,110676.0
2076,All ages,Total,England,64682642.0
2077,  0-4,Total,England,3039402.0
2077,  5-9,Total,England,3094525.0
2077, 10-14,Total,England,3119824.0
2077, 15-19,Total,England,3221164.0
2077, 20-24,Total,England,3528236.0
2077, 25-29,Total,England,3827087.0
2077, 30-34,Total,England,3937900.0
2077, 35-39,Total,England,3862921.0
2077, 40-44,Total,England,3731141.0
2077, 45-49,Total,England,3698771.0
2077, 50-54,Total,England,3711358.0
2077, 55-59,Total,England,3861517.0
2077, 60-64,Total,England,4103678.0
2077, 65-69,Total,England,4008946.0
2077, 70-74,Total,England,3524461.0
2077, 75-79,Total,England,3192167.0
2077, 80-84,Total,England,2883365.0
2077, 85-89,Total,England,2313925.0
2077, 90-94,Total,England,1421396.0
2077, 95-99,Total,England,578231.0
2077, 100 & over,Total,England,111802.0
2077,All ages,Total,England,64771817.0
2078,  0-4,Total,England,3045332.0
2078,  5-9,Total,England,3105936.0
2078, 10-14,Total,England,3127310.0
2078, 15-19,Total,England,3215790.0
2078, 20-24,Total,England,3508904.0
2078, 25-29,Total,England,3806352.0
2078, 30-34,Total,England,3938594.0
2078, 35-39,Total,England,3889626.0
2078, 40-44,Total,England,3752396.0
2078, 45-49,Total,England,3701576.0
2078, 50-54,Total,England,3712241.0
2078, 55-59,Total,England,3791614.0
2078, 60-64,Total,England,4072077.0
2078, 65-69,Total,England,4034431.0
2078, 70-74,Total,England,3610782.0
2078, 75-79,Total,England,3177380.0
2078, 80-84,Total,England,2889816.0
2078, 85-89,Total,England,2319216.0
2078, 90-94,Total,England,1449398.0
2078, 95-99,Total,England,596012.0
2078, 100 & over,Total,England,114428.0
2078,All ages,Total,England,64859211.0
2079,  0-4,Total,England,3049369.0
2079,  5-9,Total,England,3116942.0
2079, 10-14,Total,England,3136371.0
2079, 15-19,Total,England,3213368.0
2079, 20-24,Total,England,3492075.0
2079, 25-29,Total,England,3784071.0
2079, 30-34,Total,England,3932986.0
2079, 35-39,Total,England,3913085.0
2079, 40-44,Total,England,3778086.0
2079, 45-49,Total,England,3706757.0
2079, 50-54,Total,England,3709860.0
2079, 55-59,Total,England,3741542.0
2079, 60-64,Total,England,4034772.0
2079, 65-69,Total,England,4051827.0
2079, 70-74,Total,England,3679472.0
2079, 75-79,Total,England,3176779.0
2079, 80-84,Total,England,2893692.0
2079, 85-89,Total,England,2330729.0
2079, 90-94,Total,England,1474023.0
2079, 95-99,Total,England,608224.0
2079, 100 & over,Total,England,120415.0
2079,All ages,Total,England,64944445.0
2080,  0-4,Total,England,3051408.0
2080,  5-9,Total,England,3127165.0
2080, 10-14,Total,England,3146590.0
2080, 15-19,Total,England,3213825.0
2080, 20-24,Total,England,3478041.0
2080, 25-29,Total,England,3761280.0
2080, 30-34,Total,England,3922091.0
2080, 35-39,Total,England,3931623.0
2080, 40-44,Total,England,3807410.0
2080, 45-49,Total,England,3714674.0
2080, 50-54,Total,England,3706723.0
2080, 55-59,Total,England,3709538.0
2080, 60-64,Total,England,3981818.0
2080, 65-69,Total,England,4055804.0
2080, 70-74,Total,England,3750276.0
2080, 75-79,Total,England,3196277.0
2080, 80-84,Total,England,2895676.0
2080, 85-89,Total,England,2329726.0
2080, 90-94,Total,England,1497209.0
2080, 95-99,Total,England,622428.0
2080, 100 & over,Total,England,127720.0
2080,All ages,Total,England,65027302.0
2081,  0-4,Total,England,3051413.0
2081,  5-9,Total,England,3136247.0
2081, 10-14,Total,England,3157584.0
2081, 15-19,Total,England,3216965.0
2081, 20-24,Total,England,3466875.0
2081, 25-29,Total,England,3738884.0
2081, 30-34,Total,England,3907202.0
2081, 35-39,Total,England,3944293.0
2081, 40-44,Total,England,3837946.0
2081, 45-49,Total,England,3726410.0
2081, 50-54,Total,England,3705419.0
2081, 55-59,Total,England,3701517.0
2081, 60-64,Total,England,3897900.0
2081, 65-69,Total,England,4052721.0
2081, 70-74,Total,England,3809906.0
2081, 75-79,Total,England,3246760.0
2081, 80-84,Total,England,2884319.0
2081, 85-89,Total,England,2328120.0
2081, 90-94,Total,England,1526248.0
2081, 95-99,Total,England,636904.0
2081, 100 & over,Total,England,133943.0
2081,All ages,Total,England,65107576.0
2082,  0-4,Total,England,3049413.0
2082,  5-9,Total,England,3143877.0
2082, 10-14,Total,England,3168992.0
2082, 15-19,Total,England,3222471.0
2082, 20-24,Total,England,3458586.0
2082, 25-29,Total,England,3717627.0
2082, 30-34,Total,England,3889051.0
2082, 35-39,Total,England,3951163.0
2082, 40-44,Total,England,3867118.0
2082, 45-49,Total,England,3742945.0
2082, 50-54,Total,England,3706263.0
2082, 55-59,Total,England,3700589.0
2082, 60-64,Total,England,3819377.0
2082, 65-69,Total,England,4020203.0
2082, 70-74,Total,England,3873152.0
2082, 75-79,Total,England,3319418.0
2082, 80-84,Total,England,2858324.0
2082, 85-89,Total,England,2337574.0
2082, 90-94,Total,England,1549628.0
2082, 95-99,Total,England,650186.0
2082, 100 & over,Total,England,139160.0
2082,All ages,Total,England,65185117.0
2083,  0-4,Total,England,3045522.0
2083,  5-9,Total,England,3149818.0
2083, 10-14,Total,England,3180404.0
2083, 15-19,Total,England,3229959.0
2083, 20-24,Total,England,3453226.0
2083, 25-29,Total,England,3698256.0
2083, 30-34,Total,England,3868426.0
2083, 35-39,Total,England,3951969.0
2083, 40-44,Total,England,3893855.0
2083, 45-49,Total,England,3764303.0
2083, 50-54,Total,England,3709351.0
2083, 55-59,Total,England,3701869.0
2083, 60-64,Total,England,3751492.0
2083, 65-69,Total,England,3990540.0
2083, 70-74,Total,England,3899366.0
2083, 75-79,Total,England,3403065.0
2083, 80-84,Total,England,2849061.0
2083, 85-89,Total,England,2348360.0
2083, 90-94,Total,England,1559042.0
2083, 95-99,Total,England,667942.0
2083, 100 & over,Total,England,144053.0
2083,All ages,Total,England,65259879.0
2084,  0-4,Total,England,3039945.0
2084,  5-9,Total,England,3153876.0
2084, 10-14,Total,England,3191416.0
2084, 15-19,Total,England,3239024.0
2084, 20-24,Total,England,3450816.0
2084, 25-29,Total,England,3681390.0
2084, 30-34,Total,England,3846259.0
2084, 35-39,Total,England,3946492.0
2084, 40-44,Total,England,3917354.0
2084, 45-49,Total,England,3790067.0
2084, 50-54,Total,England,3714799.0
2084, 55-59,Total,England,3699930.0
2084, 60-64,Total,England,3703091.0
2084, 65-69,Total,England,3955231.0
2084, 70-74,Total,England,3917618.0
2084, 75-79,Total,England,3469963.0
2084, 80-84,Total,England,2853050.0
2084, 85-89,Total,England,2357306.0
2084, 90-94,Total,England,1572715.0
2084, 95-99,Total,England,683204.0
2084, 100 & over,Total,England,148337.0
2084,All ages,Total,England,65331883.0
2085,  0-4,Total,England,3032936.0
2085,  5-9,Total,England,3155939.0
2085, 10-14,Total,England,3201645.0
2085, 15-19,Total,England,3249246.0
2085, 20-24,Total,England,3451280.0
2085, 25-29,Total,England,3667342.0
2085, 30-34,Total,England,3823578.0
2085, 35-39,Total,England,3935743.0
2085, 40-44,Total,England,3935961.0
2085, 45-49,Total,England,3819438.0
2085, 50-54,Total,England,3722959.0
2085, 55-59,Total,England,3697243.0
2085, 60-64,Total,England,3672386.0
2085, 65-69,Total,England,3904643.0
2085, 70-74,Total,England,3922977.0
2085, 75-79,Total,England,3538815.0
2085, 80-84,Total,England,2874982.0
2085, 85-89,Total,England,2363685.0
2085, 90-94,Total,England,1578050.0
2085, 95-99,Total,England,698549.0
2085, 100 & over,Total,England,153778.0
2085,All ages,Total,England,65401175.0
2086,  0-4,Total,England,3024786.0
2086,  5-9,Total,England,3155972.0
2086, 10-14,Total,England,3210726.0
2086, 15-19,Total,England,3260244.0
2086, 20-24,Total,England,3454417.0
2086, 25-29,Total,England,3656171.0
2086, 30-34,Total,England,3801291.0
2086, 35-39,Total,England,3921020.0
2086, 40-44,Total,England,3948721.0
2086, 45-49,Total,England,3850009.0
2086, 50-54,Total,England,3734911.0
2086, 55-59,Total,England,3696365.0
2086, 60-64,Total,England,3665165.0
2086, 65-69,Total,England,3823839.0
2086, 70-74,Total,England,3921681.0
2086, 75-79,Total,England,3597426.0
2086, 80-84,Total,England,2924788.0
2086, 85-89,Total,England,2359506.0
2086, 90-94,Total,England,1584613.0
