Age,Year,Population
71,1987,453892.0
72,1987,469796.0
73,1987,458072.0
74,1987,434091.0
75,1987,406637.0
76,1987,382015.0
77,1987,363728.0
78,1987,340441.0
79,1987,314167.0
80,1987,281829.0
81,1987,253182.0
82,1987,228954.0
83,1987,199866.0
84,1987,174808.0
85,1987,147756.0
86,1987,125026.0
87,1987,104374.0
88,1987,81355.0
89,1987,65711.0
90,1987,207458.0
0,1986,720598.0
1,1986,714623.0
2,1986,685011.0
3,1986,689908.0
4,1986,689829.0
5,1986,701169.0
6,1986,705826.0
7,1986,679945.0
8,1986,626409.0
9,1986,616736.0
10,1986,645240.0
11,1986,672246.0
12,1986,694535.0
13,1986,746047.0
14,1986,794282.0
15,1986,840084.0
16,1986,833695.0
17,1986,865017.0
18,1986,872525.0
19,1986,901054.0
20,1986,913224.0
21,1986,939550.0
22,1986,939016.0
23,1986,920015.0
24,1986,899221.0
25,1986,878930.0
26,1986,841263.0
27,1986,818025.0
28,1986,797425.0
29,1986,771843.0
30,1986,751794.0
31,1986,728992.0
32,1986,740367.0
33,1986,737172.0
34,1986,724461.0
35,1986,739931.0
36,1986,762521.0
37,1986,789971.0
38,1986,844133.0
39,1986,922418.0
40,1986,721565.0
41,1986,711178.0
42,1986,717199.0
43,1986,684314.0
44,1986,627439.0
45,1986,581930.0
46,1986,617686.0
47,1986,622981.0
48,1986,620784.0
49,1986,610369.0
50,1986,602215.0
51,1986,592500.0
52,1986,576207.0
53,1986,577865.0
54,1986,596207.0
55,1986,606345.0
56,1986,604480.0
57,1986,594357.0
58,1986,587553.0
59,1986,593170.0
60,1986,600889.0
61,1986,593056.0
62,1986,593787.0
63,1986,592610.0
64,1986,617462.0
65,1986,633518.0
66,1986,653210.0
67,1986,437031.0
68,1986,412200.0
69,1986,449492.0
70,1986,471177.0
71,1986,488239.0
72,1986,477153.0
73,1986,454572.0
74,1986,427925.0
75,1986,403965.0
76,1986,386054.0
77,1986,363309.0
78,1986,337027.0
79,1986,304024.0
80,1986,276204.0
81,1986,251419.0
82,1986,221751.0
83,1986,195619.0
84,1986,167236.0
85,1986,143298.0
86,1986,121066.0
87,1986,95427.0
88,1986,78236.0
89,1986,64594.0
90,1986,197389.0
0,1985,713929.0
1,1985,684710.0
2,1985,687289.0
3,1985,685973.0
4,1985,698578.0
5,1985,703555.0
6,1985,678329.0
7,1985,624706.0
8,1985,614828.0
9,1985,644167.0
10,1985,669749.0
11,1985,693301.0
12,1985,744680.0
13,1985,792596.0
14,1985,839872.0
15,1985,831788.0
16,1985,864979.0
17,1985,873404.0
18,1985,899607.0
19,1985,911994.0
20,1985,939021.0
21,1985,940503.0
22,1985,921728.0
23,1985,900406.0
24,1985,878930.0
25,1985,842010.0
26,1985,817944.0
27,1985,797117.0
28,1985,772051.0
29,1985,751282.0
30,1985,728791.0
31,1985,739872.0
32,1985,736462.0
33,1985,723811.0
34,1985,739946.0
35,1985,762668.0
36,1985,790490.0
37,1985,845133.0
38,1985,923227.0
39,1985,722026.0
40,1985,712300.0
41,1985,718237.0
42,1985,685696.0
43,1985,628778.0
44,1985,583705.0
45,1985,619835.0
46,1985,624828.0
47,1985,623045.0
48,1985,612887.0
49,1985,604756.0
50,1985,595252.0
51,1985,578964.0
52,1985,581325.0
53,1985,600172.0
54,1985,610330.0
55,1985,609409.0
56,1985,599835.0
57,1985,593388.0
58,1985,599830.0
59,1985,608134.0
60,1985,601026.0
61,1985,602885.0
62,1985,602296.0
63,1985,628683.0
64,1985,646857.0
65,1985,668402.0
66,1985,447799.0
67,1985,423152.0
68,1985,462536.0
69,1985,485997.0
70,1985,505732.0
71,1985,496014.0
72,1985,474603.0
73,1985,448289.0
74,1985,425603.0
75,1985,409179.0
76,1985,386908.0
77,1985,360722.0
78,1985,327708.0
79,1985,299369.0
80,1985,274973.0
81,1985,244788.0
82,1985,217758.0
83,1985,188288.0
84,1985,163215.0
85,1985,139599.0
86,1985,111385.0
87,1985,92390.0
88,1985,77276.0
89,1985,62792.0
90,1985,190221.0
0,1984,685922.0
1,1984,687518.0
2,1984,684306.0
3,1984,696800.0
4,1984,701536.0
5,1984,676588.0
6,1984,623124.0
7,1984,613124.0
8,1984,642748.0
9,1984,668164.0
10,1984,691240.0
11,1984,743600.0
12,1984,791140.0
13,1984,840166.0
14,1984,831126.0
15,1984,863088.0
16,1984,872253.0
17,1984,900065.0
18,1984,910602.0
19,1984,937986.0
20,1984,939313.0
21,1984,921726.0
22,1984,901241.0
23,1984,878800.0
24,1984,841721.0
25,1984,817745.0
26,1984,796183.0
27,1984,771524.0
28,1984,751520.0
29,1984,728238.0
30,1984,739419.0
31,1984,735707.0
32,1984,722706.0
33,1984,738528.0
34,1984,761565.0
35,1984,789969.0
36,1984,845054.0
37,1984,923578.0
38,1984,722380.0
39,1984,712406.0
40,1984,718720.0
41,1984,686622.0
42,1984,629641.0
43,1984,584923.0
44,1984,621652.0
45,1984,626297.0
46,1984,624640.0
47,1984,614885.0
48,1984,606942.0
49,1984,597663.0
50,1984,581145.0
51,1984,584057.0
52,1984,603514.0
53,1984,613860.0
54,1984,613720.0
55,1984,604784.0
56,1984,598743.0
57,1984,605879.0
58,1984,614409.0
59,1984,608458.0
60,1984,610977.0
61,1984,611196.0
62,1984,639114.0
63,1984,659355.0
64,1984,682636.0
65,1984,457813.0
66,1984,433328.0
67,1984,474627.0
68,1984,500182.0
69,1984,522422.0
70,1984,513903.0
71,1984,493474.0
72,1984,467807.0
73,1984,446194.0
74,1984,430896.0
75,1984,409757.0
76,1984,383727.0
77,1984,350297.0
78,1984,322237.0
79,1984,297329.0
80,1984,267799.0
81,1984,239903.0
82,1984,209577.0
83,1984,183552.0
84,1984,158721.0
85,1984,128066.0
86,1984,107287.0
87,1984,90802.0
88,1984,74894.0
89,1984,60192.0
90,1984,182973.0
0,1983,687836.0
1,1983,684015.0
2,1983,696155.0
3,1983,700939.0
4,1983,675993.0
5,1983,622489.0
6,1983,612496.0
7,1983,642090.0
8,1983,667365.0
9,1983,690919.0
10,1983,743349.0
11,1983,791134.0
12,1983,841686.0
13,1983,832361.0
14,1983,862881.0
15,1983,870467.0
16,1983,901089.0
17,1983,918004.0
18,1983,942507.0
19,1983,940993.0
20,1983,920125.0
21,1983,900690.0
22,1983,876906.0
23,1983,839831.0
24,1983,815002.0
25,1983,794283.0
26,1983,769872.0
27,1983,750595.0
28,1983,727440.0
29,1983,738856.0
30,1983,735677.0
31,1983,722719.0
32,1983,738208.0
33,1983,761521.0
34,1983,789135.0
35,1983,844727.0
36,1983,923631.0
37,1983,723210.0
38,1983,712279.0
39,1983,718195.0
40,1983,687809.0
41,1983,631044.0
42,1983,586597.0
43,1983,623495.0
44,1983,627751.0
45,1983,626564.0
46,1983,616935.0
47,1983,609399.0
48,1983,599945.0
49,1983,583559.0
50,1983,587045.0
51,1983,606803.0
52,1983,617440.0
53,1983,617758.0
54,1983,609166.0
55,1983,603799.0
56,1983,611587.0
57,1983,620423.0
58,1983,615184.0
59,1983,618669.0
60,1983,619213.0
61,1983,648845.0
62,1983,670993.0
63,1983,695915.0
64,1983,466963.0
65,1983,442622.0
66,1983,486082.0
67,1983,513377.0
68,1983,537997.0
69,1983,530863.0
70,1983,511297.0
71,1983,486194.0
72,1983,465763.0
73,1983,451911.0
74,1983,431768.0
75,1983,406149.0
76,1983,372755.0
77,1983,345022.0
78,1983,320228.0
79,1983,288858.0
80,1983,262101.0
81,1983,231099.0
82,1983,204298.0
83,1983,178524.0
84,1983,145369.0
85,1983,122970.0
86,1983,105304.0
87,1983,88061.0
88,1983,71824.0
89,1983,56755.0
90,1983,177355.0
0,1982,686357.0
1,1982,697429.0
2,1982,702045.0
3,1982,676791.0
4,1982,623173.0
5,1982,613072.0
6,1982,642476.0
7,1982,667736.0
8,1982,691354.0
9,1982,743992.0
10,1982,791826.0
11,1982,844101.0
12,1982,834197.0
13,1982,864136.0
14,1982,870543.0
15,1982,899258.0
16,1982,911261.0
17,1982,943856.0
18,1982,934545.0
19,1982,917063.0
20,1982,900166.0
21,1982,878989.0
22,1982,844582.0
23,1982,820398.0
24,1982,799244.0
25,1982,774433.0
26,1982,753724.0
27,1982,730408.0
28,1982,742207.0
29,1982,738622.0
30,1982,725085.0
31,1982,740376.0
32,1982,762610.0
33,1982,790417.0
34,1982,845372.0
35,1982,924638.0
36,1982,725590.0
37,1982,714391.0
38,1982,720437.0
39,1982,688738.0
40,1982,632695.0
41,1982,588636.0
42,1982,625653.0
43,1982,629665.0
44,1982,628778.0
45,1982,619269.0
46,1982,611687.0
47,1982,602501.0
48,1982,585832.0
49,1982,589663.0
50,1982,610053.0
51,1982,620749.0
52,1982,621961.0
53,1982,613673.0
54,1982,608589.0
55,1982,617173.0
56,1982,626299.0
57,1982,621861.0
58,1982,625934.0
59,1982,627219.0
60,1982,658035.0
61,1982,682027.0
62,1982,708581.0
63,1982,476185.0
64,1982,452247.0
65,1982,497110.0
66,1982,526373.0
67,1982,553204.0
68,1982,547183.0
69,1982,528946.0
70,1982,504119.0
71,1982,485007.0
72,1982,472826.0
73,1982,453342.0
74,1982,428664.0
75,1982,395004.0
76,1982,367627.0
77,1982,343576.0
78,1982,311561.0
79,1982,283195.0
80,1982,253533.0
81,1982,225991.0
82,1982,199517.0
83,1982,163697.0
84,1982,139798.0
85,1982,121055.0
86,1982,102603.0
87,1982,84845.0
88,1982,68054.0
89,1982,55594.0
90,1982,173139.0
0,1981,702624.0
1,1981,703432.0
2,1981,678375.0
3,1981,624676.0
4,1981,614431.0
5,1981,643713.0
6,1981,669071.0
7,1981,692569.0
8,1981,745375.0
9,1981,793275.0
10,1981,846964.0
11,1981,836306.0
12,1981,866107.0
13,1981,872016.0
14,1981,899991.0
15,1981,909811.0
16,1981,936432.0
17,1981,933090.0
18,1981,910736.0
19,1981,898984.0
20,1981,882090.0
21,1981,852224.0
22,1981,830208.0
23,1981,809819.0
24,1981,784792.0
25,1981,762902.0
26,1981,737713.0
27,1981,749018.0
28,1981,745836.0
29,1981,731373.0
30,1981,745612.0
31,1981,766821.0
32,1981,794070.0
33,1981,848754.0
34,1981,928076.0
35,1981,727859.0
36,1981,717237.0
37,1981,723714.0
38,1981,692117.0
39,1981,634565.0
40,1981,590421.0
41,1981,627915.0
42,1981,631881.0
43,1981,631196.0
44,1981,622022.0
45,1981,614366.0
46,1981,605160.0
47,1981,588465.0
48,1981,592389.0
49,1981,612936.0
50,1981,623853.0
51,1981,625601.0
52,1981,618185.0
53,1981,613514.0
54,1981,622443.0
55,1981,632169.0
56,1981,628427.0
57,1981,633320.0
58,1981,635035.0
59,1981,667361.0
60,1981,692504.0
61,1981,720695.0
62,1981,484913.0
63,1981,460951.0
64,1981,508026.0
65,1981,538590.0
66,1981,567745.0
67,1981,563480.0
68,1981,546426.0
69,1981,521831.0
70,1981,503799.0
71,1981,493433.0
72,1981,475275.0
73,1981,450950.0
74,1981,417229.0
75,1981,390422.0
76,1981,366853.0
77,1981,334895.0
78,1981,306349.0
79,1981,274448.0
80,1981,248051.0
81,1981,221159.0
82,1981,182730.0
83,1981,157431.0
84,1981,137665.0
85,1981,118146.0
86,1981,99119.0
87,1981,80388.0
88,1981,66672.0
89,1981,53932.0
90,1981,170956.0
0,1980,706402.0
1,1980,679733.0
2,1980,626408.0
3,1980,615613.0
4,1980,644765.0
5,1980,670128.0
6,1980,693619.0
7,1980,746621.0
8,1980,794540.0
9,1980,849590.0
10,1980,836312.0
11,1980,866484.0
12,1980,872354.0
13,1980,899429.0
14,1980,907448.0
15,1980,934331.0
16,1980,931455.0
17,1980,908361.0
18,1980,895079.0
19,1980,878245.0
20,1980,848838.0
21,1980,827256.0
22,1980,811713.0
23,1980,788898.0
24,1980,765396.0
25,1980,740552.0
26,1980,755029.0
27,1980,749553.0
28,1980,735531.0
29,1980,750746.0
30,1980,769948.0
31,1980,796341.0
32,1980,851914.0
33,1980,930966.0
34,1980,731971.0
35,1980,720154.0
36,1980,726857.0
37,1980,694628.0
38,1980,636578.0
39,1980,592682.0
40,1980,629937.0
41,1980,634238.0
42,1980,633532.0
43,1980,624772.0
44,1980,616927.0
45,1980,607949.0
46,1980,591677.0
47,1980,595396.0
48,1980,615918.0
49,1980,627448.0
50,1980,628913.0
51,1980,621696.0
52,1980,617191.0
53,1980,626574.0
54,1980,637527.0
55,1980,634658.0
56,1980,640302.0
57,1980,642158.0
58,1980,676032.0
59,1980,702237.0
60,1980,730895.0
61,1980,494884.0
62,1980,471299.0
63,1980,519261.0
64,1980,550259.0
65,1980,582174.0
66,1980,579291.0
67,1980,562426.0
68,1980,537787.0
69,1980,521716.0
70,1980,511365.0
71,1980,494720.0
72,1980,470556.0
73,1980,439252.0
74,1980,413905.0
75,1980,388965.0
76,1980,358030.0
77,1980,329136.0
78,1980,296625.0
79,1980,269472.0
80,1980,240669.0
81,1980,202271.0
82,1980,176720.0
83,1980,155898.0
84,1980,135495.0
85,1980,115321.0
86,1980,94276.0
87,1980,80239.0
88,1980,64347.0
89,1980,54294.0
90,1980,167802.0
0,1979,682879.0
1,1979,627611.0
2,1979,617437.0
3,1979,645923.0
4,1979,671477.0
5,1979,694917.0
6,1979,747588.0
7,1979,795934.0
8,1979,849955.0
9,1979,835406.0
10,1979,867038.0
11,1979,872319.0
12,1979,899472.0
13,1979,905110.0
14,1979,931737.0
15,1979,930329.0
16,1979,906478.0
17,1979,892198.0
18,1979,873990.0
19,1979,844482.0
20,1979,824151.0
21,1979,809477.0
22,1979,790189.0
23,1979,766847.0
24,1979,742861.0
25,1979,758359.0
26,1979,750985.0
27,1979,738439.0
28,1979,752724.0
29,1979,772831.0
30,1979,797910.0
31,1979,853389.0
32,1979,932645.0
33,1979,733202.0
34,1979,721548.0
35,1979,728260.0
36,1979,695445.0
37,1979,637677.0
38,1979,593550.0
39,1979,631566.0
40,1979,635280.0
41,1979,634215.0
42,1979,626031.0
43,1979,618464.0
44,1979,609184.0
45,1979,593527.0
46,1979,597515.0
47,1979,618055.0
48,1979,629987.0
49,1979,631836.0
50,1979,624902.0
51,1979,620770.0
52,1979,630910.0
53,1979,642618.0
54,1979,639713.0
55,1979,646777.0
56,1979,649213.0
57,1979,683488.0
58,1979,710824.0
59,1979,740336.0
60,1979,502144.0
61,1979,478813.0
62,1979,528869.0
63,1979,560589.0
64,1979,594580.0
65,1979,592823.0
66,1979,576888.0
67,1979,552635.0
68,1979,537623.0
69,1979,528693.0
70,1979,512737.0
71,1979,490036.0
72,1979,459641.0
73,1979,434597.0
74,1979,410425.0
75,1979,379825.0
76,1979,351271.0
77,1979,318428.0
78,1979,291758.0
79,1979,262923.0
80,1979,222158.0
81,1979,196017.0
82,1979,174887.0
83,1979,153056.0
84,1979,132215.0
85,1979,109839.0
86,1979,94411.0
87,1979,76853.0
88,1979,65156.0
89,1979,51012.0
90,1979,162918.0
0,1978,629917.0
1,1978,618309.0
2,1978,646669.0
3,1978,672256.0
4,1978,696124.0
5,1978,748702.0
6,1978,796979.0
7,1978,850543.0
8,1978,835029.0
9,1978,867759.0
10,1978,872328.0
11,1978,899636.0
12,1978,902750.0
13,1978,929077.0
14,1978,927170.0
15,1978,904703.0
16,1978,890853.0
17,1978,871523.0
18,1978,841085.0
19,1978,821562.0
20,1978,807359.0
21,1978,788575.0
22,1978,767832.0
23,1978,744106.0
24,1978,760566.0
25,1978,753168.0
26,1978,740767.0
27,1978,754393.0
28,1978,774834.0
29,1978,799249.0
30,1978,854770.0
31,1978,933885.0
32,1978,733771.0
33,1978,722445.0
34,1978,729138.0
35,1978,696083.0
36,1978,638021.0
37,1978,593834.0
38,1978,631861.0
39,1978,635396.0
40,1978,634768.0
41,1978,627297.0
42,1978,619453.0
43,1978,610236.0
44,1978,594918.0
45,1978,599319.0
46,1978,620061.0
47,1978,632376.0
48,1978,634448.0
49,1978,627691.0
50,1978,623900.0
51,1978,634843.0
52,1978,647313.0
53,1978,644896.0
54,1978,652671.0
55,1978,655614.0
56,1978,690607.0
57,1978,718939.0
58,1978,749388.0
59,1978,508747.0
60,1978,485929.0
61,1978,537767.0
62,1978,570671.0
63,1978,606840.0
64,1978,606192.0
65,1978,591040.0
66,1978,567473.0
67,1978,553667.0
68,1978,545576.0
69,1978,530860.0
70,1978,509207.0
71,1978,479527.0
72,1978,455248.0
73,1978,432534.0
74,1978,401997.0
75,1978,373833.0
76,1978,341187.0
77,1978,314381.0
78,1978,285594.0
79,1978,243120.0
80,1978,216511.0
81,1978,194763.0
82,1978,172051.0
83,1978,150697.0
84,1978,126902.0
85,1978,110174.0
86,1978,91338.0
87,1978,77756.0
88,1978,62351.0
89,1978,52041.0
90,1978,157061.0
0,1977,619980.0
1,1977,647724.0
2,1977,673299.0
3,1977,697008.0
4,1977,750531.0
5,1977,798690.0
6,1977,851157.0
7,1977,834695.0
8,1977,868536.0
9,1977,872798.0
10,1977,900517.0
11,1977,900295.0
12,1977,926578.0
13,1977,925367.0
14,1977,902763.0
15,1977,889457.0
16,1977,871364.0
17,1977,839292.0
18,1977,818900.0
19,1977,804289.0
20,1977,785918.0
21,1977,768149.0
22,1977,745342.0
23,1977,761184.0
24,1977,754614.0
25,1977,742995.0
26,1977,756489.0
27,1977,776555.0
28,1977,801157.0
29,1977,856890.0
30,1977,936118.0
31,1977,736013.0
32,1977,724503.0
33,1977,730869.0
34,1977,697586.0
35,1977,639477.0
36,1977,595755.0
37,1977,633876.0
38,1977,637666.0
39,1977,636094.0
40,1977,628536.0
41,1977,620751.0
42,1977,611509.0
43,1977,595675.0
44,1977,600881.0
45,1977,621812.0
46,1977,634402.0
47,1977,636897.0
48,1977,630600.0
49,1977,627193.0
50,1977,638868.0
51,1977,651992.0
52,1977,649970.0
53,1977,658171.0
54,1977,661657.0
55,1977,697660.0
56,1977,726785.0
57,1977,759060.0
58,1977,515741.0
59,1977,493381.0
60,1977,546573.0
61,1977,580323.0
62,1977,618075.0
63,1977,618522.0
64,1977,604279.0
65,1977,581144.0
66,1977,568943.0
67,1977,562100.0
68,1977,548331.0
69,1977,527714.0
70,1977,498604.0
71,1977,474867.0
72,1977,453247.0
73,1977,423229.0
74,1977,395658.0
75,1977,363154.0
76,1977,336958.0
77,1977,307811.0
78,1977,263411.0
79,1977,237063.0
80,1977,214878.0
81,1977,190985.0
82,1977,169186.0
83,1977,144429.0
84,1977,127115.0
85,1977,106752.0
86,1977,91562.0
87,1977,74721.0
88,1977,63290.0
89,1977,51810.0
90,1977,149835.0
0,1976,651341.0
1,1976,676670.0
2,1976,700540.0
3,1976,753461.0
4,1976,801740.0
5,1976,852893.0
6,1976,835139.0
7,1976,869628.0
8,1976,873729.0
9,1976,901761.0
10,1976,898979.0
11,1976,925119.0
12,1976,924120.0
13,1976,901169.0
14,1976,888055.0
15,1976,871324.0
16,1976,839832.0
17,1976,817260.0
18,1976,802149.0
19,1976,782682.0
20,1976,765660.0
21,1976,743295.0
22,1976,760689.0
23,1976,754867.0
24,1976,744947.0
25,1976,758067.0
26,1976,778142.0
27,1976,802993.0
28,1976,858773.0
29,1976,937991.0
30,1976,737404.0
31,1976,725697.0
32,1976,731980.0
33,1976,699081.0
34,1976,640653.0
35,1976,597692.0
36,1976,635836.0
37,1976,639820.0
38,1976,637830.0
39,1976,629736.0
40,1976,621843.0
41,1976,612925.0
42,1976,596780.0
43,1976,602526.0
44,1976,623639.0
45,1976,636673.0
46,1976,639369.0
47,1976,633340.0
48,1976,630518.0
49,1976,642521.0
50,1976,656203.0
51,1976,654634.0
52,1976,663281.0
53,1976,666958.0
54,1976,703885.0
55,1976,734143.0
56,1976,767143.0
57,1976,521665.0
58,1976,499657.0
59,1976,554450.0
60,1976,588888.0
61,1976,628480.0
62,1976,630088.0
63,1976,616625.0
64,1976,594553.0
65,1976,583396.0
66,1976,577734.0
67,1976,564967.0
68,1976,545142.0
69,1976,516813.0
70,1976,493622.0
71,1976,473369.0
72,1976,443761.0
73,1976,417177.0
74,1976,384330.0
75,1976,359077.0
76,1976,329903.0
77,1976,284043.0
78,1976,257059.0
79,1976,235371.0
80,1976,210246.0
81,1976,188240.0
82,1976,162977.0
83,1976,145009.0
84,1976,123420.0
85,1976,106827.0
86,1976,88508.0
87,1976,75857.0
88,1976,62753.0
89,1976,48087.0
90,1976,145381.0
0,1975,680170.0
1,1975,702904.0
2,1975,755944.0
3,1975,804282.0
4,1975,855033.0
5,1975,835961.0
6,1975,871509.0
7,1975,875930.0
8,1975,904305.0
9,1975,898695.0
10,1975,924282.0
11,1975,923659.0
12,1975,900377.0
13,1975,887002.0
14,1975,869817.0
15,1975,839933.0
16,1975,818092.0
17,1975,799608.0
18,1975,779190.0
19,1975,762268.0
20,1975,740015.0
21,1975,758430.0
22,1975,752869.0
23,1975,745016.0
24,1975,759851.0
25,1975,779371.0
26,1975,803930.0
27,1975,860124.0
28,1975,939088.0
29,1975,738239.0
30,1975,726884.0
31,1975,732980.0
32,1975,700838.0
33,1975,642638.0
34,1975,599843.0
35,1975,637898.0
36,1975,642396.0
37,1975,640244.0
38,1975,631872.0
39,1975,623363.0
40,1975,614176.0
41,1975,598220.0
42,1975,604133.0
43,1975,625765.0
44,1975,638768.0
45,1975,642175.0
46,1975,635963.0
47,1975,633596.0
48,1975,645753.0
49,1975,660376.0
50,1975,658944.0
51,1975,668351.0
52,1975,672612.0
53,1975,710138.0
54,1975,740309.0
55,1975,773870.0
56,1975,527490.0
57,1975,506039.0
58,1975,561979.0
59,1975,597602.0
60,1975,638279.0
61,1975,640840.0
62,1975,628379.0
63,1975,607479.0
64,1975,597632.0
65,1975,593266.0
66,1975,581510.0
67,1975,562616.0
68,1975,534930.0
69,1975,512226.0
70,1975,493000.0
71,1975,464005.0
72,1975,437968.0
73,1975,406091.0
74,1975,381309.0
75,1975,351835.0
76,1975,304804.0
77,1975,278099.0
78,1975,256018.0
79,1975,231019.0
80,1975,208593.0
81,1975,182402.0
82,1975,164111.0
83,1975,141912.0
84,1975,123733.0
85,1975,104274.0
86,1975,90296.0
87,1975,75327.0
88,1975,59027.0
89,1975,47769.0
90,1975,142342.0
0,1974,707029.0
1,1974,759314.0
2,1974,808220.0
3,1974,857395.0
4,1974,838339.0
5,1974,873856.0
6,1974,878514.0
7,1974,907370.0
8,1974,899623.0
9,1974,923729.0
10,1974,922886.0
11,1974,899106.0
12,1974,886420.0
13,1974,869422.0
14,1974,838850.0
15,1974,819236.0
16,1974,800562.0
17,1974,777323.0
18,1974,759274.0
19,1974,737472.0
20,1974,757493.0
21,1974,752197.0
22,1974,744495.0
23,1974,761404.0
24,1974,782418.0
25,1974,806942.0
26,1974,862737.0
27,1974,941753.0
28,1974,740574.0
29,1974,729952.0
30,1974,735832.0
31,1974,703757.0
32,1974,644506.0
33,1974,602785.0
34,1974,641591.0
35,1974,645215.0
36,1974,642626.0
37,1974,633997.0
38,1974,625153.0
39,1974,616684.0
40,1974,600377.0
41,1974,606425.0
42,1974,627990.0
43,1974,640816.0
44,1974,644639.0
45,1974,638330.0
46,1974,636416.0
47,1974,648796.0
48,1974,663965.0
49,1974,663927.0
50,1974,673441.0
51,1974,677583.0
52,1974,715972.0
53,1974,746221.0
54,1974,781077.0
55,1974,532429.0
56,1974,511706.0
57,1974,569076.0
58,1974,605547.0
59,1974,647719.0
60,1974,650873.0
61,1974,638968.0
62,1974,618633.0
63,1974,610407.0
64,1974,607506.0
65,1974,597408.0
66,1974,578583.0
67,1974,551951.0
68,1974,530131.0
69,1974,511484.0
70,1974,483148.0
71,1974,458136.0
72,1974,426546.0
73,1974,402785.0
74,1974,373498.0
75,1974,325824.0
76,1974,298442.0
77,1974,276649.0
78,1974,251264.0
79,1974,228688.0
80,1974,202076.0
81,1974,183323.0
82,1974,160777.0
83,1974,141554.0
84,1974,120829.0
85,1974,105723.0
86,1974,89314.0
87,1974,71186.0
88,1974,58714.0
89,1974,47900.0
90,1974,137877.0
0,1973,763866.0
1,1973,811935.0
2,1973,860180.0
3,1973,840049.0
4,1973,877266.0
5,1973,881873.0
6,1973,910309.0
7,1973,900578.0
8,1973,924672.0
9,1973,922302.0
10,1973,898196.0
11,1973,885549.0
12,1973,868722.0
13,1973,838091.0
14,1973,817308.0
15,1973,800129.0
16,1973,778086.0
17,1973,759592.0
18,1973,736406.0
19,1973,756638.0
20,1973,751081.0
21,1973,743418.0
22,1973,761001.0
23,1973,781776.0
24,1973,809298.0
25,1973,865945.0
26,1973,944999.0
27,1973,744266.0
28,1973,733820.0
29,1973,738813.0
30,1973,706134.0
31,1973,647021.0
32,1973,606165.0
33,1973,644636.0
34,1973,647612.0
35,1973,644981.0
36,1973,637049.0
37,1973,628053.0
38,1973,619567.0
39,1973,602433.0
40,1973,608801.0
41,1973,630700.0
42,1973,643405.0
43,1973,647337.0
44,1973,641250.0
45,1973,639628.0
46,1973,652324.0
47,1973,667441.0
48,1973,667533.0
49,1973,677525.0
50,1973,682158.0
51,1973,721150.0
52,1973,752203.0
53,1973,787741.0
54,1973,537807.0
55,1973,517437.0
56,1973,575894.0
57,1973,612926.0
58,1973,656495.0
59,1973,660672.0
60,1973,649159.0
61,1973,629552.0
62,1973,622618.0
63,1973,620649.0
64,1973,612019.0
65,1973,594055.0
66,1973,567955.0
67,1973,547161.0
68,1973,529600.0
69,1973,501814.0
70,1973,477588.0
71,1973,446600.0
72,1973,424340.0
73,1973,395139.0
74,1973,345934.0
75,1973,318741.0
76,1973,296924.0
77,1973,271502.0
78,1973,248691.0
79,1973,221561.0
80,1973,202897.0
81,1973,179410.0
82,1973,159632.0
83,1973,138257.0
84,1973,122468.0
85,1973,104648.0
86,1973,84568.0
87,1973,70725.0
88,1973,58718.0
89,1973,45647.0
90,1973,134086.0
0,1972,815656.0
1,1972,862347.0
2,1972,841512.0
3,1972,879205.0
4,1972,884596.0
5,1972,912028.0
6,1972,900752.0
7,1972,923121.0
8,1972,920631.0
9,1972,896676.0
10,1972,883920.0
11,1972,866990.0
12,1972,836645.0
13,1972,816416.0
14,1972,797668.0
15,1972,778168.0
16,1972,760386.0
17,1972,736070.0
18,1972,754568.0
19,1972,748410.0
20,1972,740876.0
21,1972,759981.0
22,1972,779153.0
23,1972,810034.0
24,1972,867063.0
25,1972,947204.0
26,1972,746578.0
27,1972,735301.0
28,1972,739601.0
29,1972,707324.0
30,1972,647903.0
31,1972,607682.0
32,1972,645667.0
33,1972,648532.0
34,1972,646407.0
35,1972,639066.0
36,1972,629541.0
37,1972,621623.0
38,1972,603296.0
39,1972,609744.0
40,1972,632467.0
41,1972,644795.0
42,1972,648812.0
43,1972,642629.0
44,1972,641411.0
45,1972,654879.0
46,1972,670214.0
47,1972,670516.0
48,1972,680946.0
49,1972,685058.0
50,1972,725021.0
51,1972,757385.0
52,1972,793624.0
53,1972,542198.0
54,1972,522275.0
55,1972,581774.0
56,1972,619131.0
57,1972,664155.0
58,1972,668594.0
59,1972,658274.0
60,1972,639065.0
61,1972,633729.0
62,1972,632686.0
63,1972,625499.0
64,1972,608746.0
65,1972,583201.0
66,1972,563014.0
67,1972,546544.0
68,1972,519590.0
69,1972,496370.0
70,1972,465641.0
71,1972,444538.0
72,1972,415886.0
73,1972,366186.0
74,1972,338800.0
75,1972,317217.0
76,1972,291760.0
77,1972,268851.0
78,1972,241761.0
79,1972,223120.0
80,1972,199078.0
81,1972,178375.0
82,1972,156980.0
83,1972,140208.0
84,1972,121280.0
85,1972,99912.0
86,1972,84811.0
87,1972,70777.0
88,1972,56145.0
89,1972,45015.0
90,1972,130416.0
0,1971,867303.0
1,1971,843961.0
2,1971,882284.0
3,1971,887728.0
4,1971,913530.0
5,1971,902271.0
6,1971,922813.0
7,1971,920117.0
8,1971,896252.0
9,1971,882834.0
10,1971,866387.0
11,1971,836123.0
12,1971,816531.0
13,1971,796723.0
