Year,Age,Sex,Country,Population
2051, 55-59,Total,Wales,226165.0
2051, 60-64,Total,Wales,220997.0
2051, 65-69,Total,Wales,198118.0
2051, 70-74,Total,Wales,176340.0
2051, 75-79,Total,Wales,160871.0
2051, 80-84,Total,Wales,153599.0
2051, 85-89,Total,Wales,110613.0
2051, 90-94,Total,Wales,52884.0
2051, 95-99,Total,Wales,15343.0
2051, 100 & over,Total,Wales,2441.0
2051,All ages,Total,Wales,3358439.0
2052,  0-4,Total,Wales,142999.0
2052,  5-9,Total,Wales,154373.0
2052, 10-14,Total,Wales,159143.0
2052, 15-19,Total,Wales,162999.0
2052, 20-24,Total,Wales,183416.0
2052, 25-29,Total,Wales,181099.0
2052, 30-34,Total,Wales,188373.0
2052, 35-39,Total,Wales,212548.0
2052, 40-44,Total,Wales,223336.0
2052, 45-49,Total,Wales,208498.0
2052, 50-54,Total,Wales,218019.0
2052, 55-59,Total,Wales,225043.0
2052, 60-64,Total,Wales,226259.0
2052, 65-69,Total,Wales,200702.0
2052, 70-74,Total,Wales,180382.0
2052, 75-79,Total,Wales,155212.0
2052, 80-84,Total,Wales,152452.0
2052, 85-89,Total,Wales,111827.0
2052, 90-94,Total,Wales,55168.0
2052, 95-99,Total,Wales,15962.0
2052, 100 & over,Total,Wales,2467.0
2052,All ages,Total,Wales,3360277.0
2053,  0-4,Total,Wales,141683.0
2053,  5-9,Total,Wales,153617.0
2053, 10-14,Total,Wales,159458.0
2053, 15-19,Total,Wales,163322.0
2053, 20-24,Total,Wales,183349.0
2053, 25-29,Total,Wales,181527.0
2053, 30-34,Total,Wales,184375.0
2053, 35-39,Total,Wales,210310.0
2053, 40-44,Total,Wales,222792.0
2053, 45-49,Total,Wales,213542.0
2053, 50-54,Total,Wales,214176.0
2053, 55-59,Total,Wales,224698.0
2053, 60-64,Total,Wales,229388.0
2053, 65-69,Total,Wales,204226.0
2053, 70-74,Total,Wales,184889.0
2053, 75-79,Total,Wales,151683.0
2053, 80-84,Total,Wales,149960.0
2053, 85-89,Total,Wales,112330.0
2053, 90-94,Total,Wales,57228.0
2053, 95-99,Total,Wales,16712.0
2053, 100 & over,Total,Wales,2541.0
2053,All ages,Total,Wales,3361806.0
2054,  0-4,Total,Wales,140381.0
2054,  5-9,Total,Wales,152655.0
2054, 10-14,Total,Wales,159603.0
2054, 15-19,Total,Wales,163789.0
2054, 20-24,Total,Wales,183273.0
2054, 25-29,Total,Wales,181641.0
2054, 30-34,Total,Wales,182154.0
2054, 35-39,Total,Wales,207191.0
2054, 40-44,Total,Wales,222168.0
2054, 45-49,Total,Wales,217476.0
2054, 50-54,Total,Wales,210975.0
2054, 55-59,Total,Wales,223827.0
2054, 60-64,Total,Wales,231757.0
2054, 65-69,Total,Wales,209276.0
2054, 70-74,Total,Wales,186714.0
2054, 75-79,Total,Wales,152306.0
2054, 80-84,Total,Wales,145519.0
2054, 85-89,Total,Wales,112699.0
2054, 90-94,Total,Wales,59533.0
2054, 95-99,Total,Wales,17482.0
2054, 100 & over,Total,Wales,2628.0
2054,All ages,Total,Wales,3363047.0
2055,  0-4,Total,Wales,139143.0
2055,  5-9,Total,Wales,151521.0
2055, 10-14,Total,Wales,159521.0
2055, 15-19,Total,Wales,164372.0
2055, 20-24,Total,Wales,183220.0
2055, 25-29,Total,Wales,181591.0
2055, 30-34,Total,Wales,181297.0
2055, 35-39,Total,Wales,203001.0
2055, 40-44,Total,Wales,220655.0
2055, 45-49,Total,Wales,221115.0
2055, 50-54,Total,Wales,208975.0
2055, 55-59,Total,Wales,225211.0
2055, 60-64,Total,Wales,230973.0
2055, 65-69,Total,Wales,213381.0
2055, 70-74,Total,Wales,188131.0
2055, 75-79,Total,Wales,155863.0
2055, 80-84,Total,Wales,141374.0
2055, 85-89,Total,Wales,112031.0
2055, 90-94,Total,Wales,61666.0
2055, 95-99,Total,Wales,18306.0
2055, 100 & over,Total,Wales,2688.0
2055,All ages,Total,Wales,3364035.0
2056,  0-4,Total,Wales,137994.0
2056,  5-9,Total,Wales,150281.0
2056, 10-14,Total,Wales,159194.0
2056, 15-19,Total,Wales,164972.0
2056, 20-24,Total,Wales,183255.0
2056, 25-29,Total,Wales,181526.0
2056, 30-34,Total,Wales,182300.0
2056, 35-39,Total,Wales,196831.0
2056, 40-44,Total,Wales,218392.0
2056, 45-49,Total,Wales,224285.0
2056, 50-54,Total,Wales,208760.0
2056, 55-59,Total,Wales,225509.0
2056, 60-64,Total,Wales,229031.0
2056, 65-69,Total,Wales,219170.0
2056, 70-74,Total,Wales,189246.0
2056, 75-79,Total,Wales,160691.0
2056, 80-84,Total,Wales,135671.0
2056, 85-89,Total,Wales,112722.0
2056, 90-94,Total,Wales,62970.0
2056, 95-99,Total,Wales,19249.0
2056, 100 & over,Total,Wales,2793.0
2056,All ages,Total,Wales,3364842.0
2057,  0-4,Total,Wales,136963.0
2057,  5-9,Total,Wales,148978.0
2057, 10-14,Total,Wales,158647.0
2057, 15-19,Total,Wales,165461.0
2057, 20-24,Total,Wales,183430.0
2057, 25-29,Total,Wales,181464.0
2057, 30-34,Total,Wales,182803.0
2057, 35-39,Total,Wales,192146.0
2057, 40-44,Total,Wales,215634.0
2057, 45-49,Total,Wales,226399.0
2057, 50-54,Total,Wales,212047.0
2057, 55-59,Total,Wales,222090.0
2057, 60-64,Total,Wales,227956.0
2057, 65-69,Total,Wales,224472.0
2057, 70-74,Total,Wales,191835.0
2057, 75-79,Total,Wales,164518.0
2057, 80-84,Total,Wales,131223.0
2057, 85-89,Total,Wales,112257.0
2057, 90-94,Total,Wales,64001.00000000001
2057, 95-99,Total,Wales,20271.0
2057, 100 & over,Total,Wales,2938.0
2057,All ages,Total,Wales,3365533.0
2058,  0-4,Total,Wales,136074.0
2058,  5-9,Total,Wales,147641.0
2058, 10-14,Total,Wales,157884.0
2058, 15-19,Total,Wales,165788.0
2058, 20-24,Total,Wales,183784.0
2058, 25-29,Total,Wales,181398.0
2058, 30-34,Total,Wales,183241.0
2058, 35-39,Total,Wales,188088.0
2058, 40-44,Total,Wales,213377.0
2058, 45-49,Total,Wales,225904.0
2058, 50-54,Total,Wales,217159.0
2058, 55-59,Total,Wales,218244.0
2058, 60-64,Total,Wales,227673.0
2058, 65-69,Total,Wales,227661.0
2058, 70-74,Total,Wales,195338.0
2058, 75-79,Total,Wales,168729.0
2058, 80-84,Total,Wales,128566.0
2058, 85-89,Total,Wales,110683.0
2058, 90-94,Total,Wales,64605.99999999999
2058, 95-99,Total,Wales,21213.0
2058, 100 & over,Total,Wales,3120.0
2058,All ages,Total,Wales,3366171.0
2059,  0-4,Total,Wales,135334.0
2059,  5-9,Total,Wales,146318.0
2059, 10-14,Total,Wales,156915.0
2059, 15-19,Total,Wales,165938.0
2059, 20-24,Total,Wales,184287.0
2059, 25-29,Total,Wales,181318.0
2059, 30-34,Total,Wales,183371.0
2059, 35-39,Total,Wales,185830.0
2059, 40-44,Total,Wales,210240.0
2059, 45-49,Total,Wales,225304.0
2059, 50-54,Total,Wales,221175.0
2059, 55-59,Total,Wales,215028.0
2059, 60-64,Total,Wales,226878.0
2059, 65-69,Total,Wales,230087.0
2059, 70-74,Total,Wales,200289.0
2059, 75-79,Total,Wales,170529.0
2059, 80-84,Total,Wales,129459.0
2059, 85-89,Total,Wales,107675.0
2059, 90-94,Total,Wales,65239.99999999999
2059, 95-99,Total,Wales,22265.0
2059, 100 & over,Total,Wales,3301.0
2059,All ages,Total,Wales,3366781.0
2060,  0-4,Total,Wales,134738.0
2060,  5-9,Total,Wales,145060.0
2060, 10-14,Total,Wales,155765.0
2060, 15-19,Total,Wales,165865.0
2060, 20-24,Total,Wales,184911.0
2060, 25-29,Total,Wales,181265.0
2060, 30-34,Total,Wales,183331.0
2060, 35-39,Total,Wales,184956.0
2060, 40-44,Total,Wales,206013.0
2060, 45-49,Total,Wales,223814.0
2060, 50-54,Total,Wales,224897.0
2060, 55-59,Total,Wales,213028.0
2060, 60-64,Total,Wales,228294.0
2060, 65-69,Total,Wales,229407.0
2060, 70-74,Total,Wales,204353.0
2060, 75-79,Total,Wales,172032.0
2060, 80-84,Total,Wales,132866.0
2060, 85-89,Total,Wales,104863.0
2060, 90-94,Total,Wales,65235.0
2060, 95-99,Total,Wales,23231.0
2060, 100 & over,Total,Wales,3483.0
2060,All ages,Total,Wales,3367407.0
2061,  0-4,Total,Wales,134270.0
2061,  5-9,Total,Wales,143891.0
2061, 10-14,Total,Wales,154508.0
2061, 15-19,Total,Wales,165540.0
2061, 20-24,Total,Wales,185545.0
2061, 25-29,Total,Wales,181298.0
2061, 30-34,Total,Wales,183271.0
2061, 35-39,Total,Wales,185961.0
2061, 40-44,Total,Wales,199800.0
2061, 45-49,Total,Wales,221557.0
2061, 50-54,Total,Wales,228142.0
2061, 55-59,Total,Wales,212835.0
2061, 60-64,Total,Wales,228669.0
2061, 65-69,Total,Wales,227578.0
2061, 70-74,Total,Wales,210035.0
2061, 75-79,Total,Wales,173269.0
2061, 80-84,Total,Wales,137279.0
2061, 85-89,Total,Wales,101012.0
2061, 90-94,Total,Wales,66080.0
2061, 95-99,Total,Wales,23855.0
2061, 100 & over,Total,Wales,3699.0
2061,All ages,Total,Wales,3368094.0
2062,  0-4,Total,Wales,133923.0
2062,  5-9,Total,Wales,142840.0
2062, 10-14,Total,Wales,153189.0
2062, 15-19,Total,Wales,164985.0
2062, 20-24,Total,Wales,186068.0
2062, 25-29,Total,Wales,181463.0
2062, 30-34,Total,Wales,183214.0
2062, 35-39,Total,Wales,186484.0
2062, 40-44,Total,Wales,195056.0
2062, 45-49,Total,Wales,218793.0
2062, 50-54,Total,Wales,230325.0
2062, 55-59,Total,Wales,216167.0
2062, 60-64,Total,Wales,225319.0
2062, 65-69,Total,Wales,226608.0
2062, 70-74,Total,Wales,215229.0
2062, 75-79,Total,Wales,175819.0
2062, 80-84,Total,Wales,140753.0
2062, 85-89,Total,Wales,98122.0
2062, 90-94,Total,Wales,66160.0
2062, 95-99,Total,Wales,24412.0
2062, 100 & over,Total,Wales,3940.0
2062,All ages,Total,Wales,3368869.0
2063,  0-4,Total,Wales,133686.0
2063,  5-9,Total,Wales,141932.0
2063, 10-14,Total,Wales,151828.0
2063, 15-19,Total,Wales,164217.0
2063, 20-24,Total,Wales,186417.0
2063, 25-29,Total,Wales,181795.0
2063, 30-34,Total,Wales,183155.0
2063, 35-39,Total,Wales,186939.0
2063, 40-44,Total,Wales,190957.0
2063, 45-49,Total,Wales,216524.0
2063, 50-54,Total,Wales,229889.0
2063, 55-59,Total,Wales,221365.0
2063, 60-64,Total,Wales,221496.0
2063, 65-69,Total,Wales,226427.0
2063, 70-74,Total,Wales,218391.0
2063, 75-79,Total,Wales,179234.0
2063, 80-84,Total,Wales,144501.0
2063, 85-89,Total,Wales,96556.0
2063, 90-94,Total,Wales,65477.99999999999
2063, 95-99,Total,Wales,24802.0
2063, 100 & over,Total,Wales,4167.0
2063,All ages,Total,Wales,3369756.0
2064,  0-4,Total,Wales,133542.0
2064,  5-9,Total,Wales,141174.0
2064, 10-14,Total,Wales,150488.0
2064, 15-19,Total,Wales,163238.0
2064, 20-24,Total,Wales,186580.0
2064, 25-29,Total,Wales,182265.0
2064, 30-34,Total,Wales,183080.0
2064, 35-39,Total,Wales,187077.0
2064, 40-44,Total,Wales,188671.0
2064, 45-49,Total,Wales,213381.0
2064, 50-54,Total,Wales,229320.0
2064, 55-59,Total,Wales,225494.0
2064, 60-64,Total,Wales,218297.0
2064, 65-69,Total,Wales,225763.0
2064, 70-74,Total,Wales,220823.0
2064, 75-79,Total,Wales,183969.0
2064, 80-84,Total,Wales,146238.0
2064, 85-89,Total,Wales,97706.0
2064, 90-94,Total,Wales,63957.0
2064, 95-99,Total,Wales,25274.0
2064, 100 & over,Total,Wales,4418.0
2064,All ages,Total,Wales,3370755.0
2065,  0-4,Total,Wales,133472.0
2065,  5-9,Total,Wales,140570.0
2065, 10-14,Total,Wales,149211.0
2065, 15-19,Total,Wales,162076.0
2065, 20-24,Total,Wales,186510.0
2065, 25-29,Total,Wales,182850.0
2065, 30-34,Total,Wales,183028.0
2065, 35-39,Total,Wales,187048.0
2065, 40-44,Total,Wales,187788.0
2065, 45-49,Total,Wales,209135.0
2065, 50-54,Total,Wales,227855.0
2065, 55-59,Total,Wales,229328.0
2065, 60-64,Total,Wales,216323.0
2065, 65-69,Total,Wales,227237.0
2065, 70-74,Total,Wales,220267.0
2065, 75-79,Total,Wales,187903.0
2065, 80-84,Total,Wales,147839.0
2065, 85-89,Total,Wales,100787.0
2065, 90-94,Total,Wales,62529.0
2065, 95-99,Total,Wales,25467.0
2065, 100 & over,Total,Wales,4649.0
2065,All ages,Total,Wales,3371872.0
2066,  0-4,Total,Wales,133470.0
2066,  5-9,Total,Wales,140099.0
2066, 10-14,Total,Wales,148028.0
2066, 15-19,Total,Wales,160808.0
2066, 20-24,Total,Wales,186173.0
2066, 25-29,Total,Wales,183450.0
2066, 30-34,Total,Wales,183061.0
2066, 35-39,Total,Wales,187001.0
2066, 40-44,Total,Wales,188799.0
2066, 45-49,Total,Wales,202888.0
2066, 50-54,Total,Wales,225614.0
2066, 55-59,Total,Wales,232676.0
2066, 60-64,Total,Wales,216188.0
2066, 65-69,Total,Wales,227699.0
2066, 70-74,Total,Wales,218635.0
2066, 75-79,Total,Wales,193329.0
2066, 80-84,Total,Wales,149213.0
2066, 85-89,Total,Wales,104519.0
2066, 90-94,Total,Wales,60622.0
2066, 95-99,Total,Wales,26044.0
2066, 100 & over,Total,Wales,4807.0
2066,All ages,Total,Wales,3373123.0
2067,  0-4,Total,Wales,133514.0
2067,  5-9,Total,Wales,139745.0
2067, 10-14,Total,Wales,146961.0
2067, 15-19,Total,Wales,159478.0
2067, 20-24,Total,Wales,185597.0
2067, 25-29,Total,Wales,183936.0
2067, 30-34,Total,Wales,183231.0
2067, 35-39,Total,Wales,186955.0
2067, 40-44,Total,Wales,189343.0
2067, 45-49,Total,Wales,198098.0
2067, 50-54,Total,Wales,222855.0
2067, 55-59,Total,Wales,234947.0
2067, 60-64,Total,Wales,219583.0
2067, 65-69,Total,Wales,224471.0
2067, 70-74,Total,Wales,217844.0
2067, 75-79,Total,Wales,198278.0
2067, 80-84,Total,Wales,151667.0
2067, 85-89,Total,Wales,107420.0
2067, 90-94,Total,Wales,59315.0
2067, 95-99,Total,Wales,26258.0
2067, 100 & over,Total,Wales,4966.0
2067,All ages,Total,Wales,3374462.0
2068,  0-4,Total,Wales,133577.0
2068,  5-9,Total,Wales,139506.0
2068, 10-14,Total,Wales,146043.0
2068, 15-19,Total,Wales,158106.0
2068, 20-24,Total,Wales,184797.0
2068, 25-29,Total,Wales,184258.0
2068, 30-34,Total,Wales,183569.0
2068, 35-39,Total,Wales,186903.0
2068, 40-44,Total,Wales,189813.0
2068, 45-49,Total,Wales,193961.0
2068, 50-54,Total,Wales,220578.0
2068, 55-59,Total,Wales,234593.0
2068, 60-64,Total,Wales,224890.0
2068, 65-69,Total,Wales,220739.0
2068, 70-74,Total,Wales,217814.0
2068, 75-79,Total,Wales,201335.0
2068, 80-84,Total,Wales,154903.0
2068, 85-89,Total,Wales,110476.0
2068, 90-94,Total,Wales,58803.0
2068, 95-99,Total,Wales,26102.0
2068, 100 & over,Total,Wales,5091.0
2068,All ages,Total,Wales,3375857.0
2069,  0-4,Total,Wales,133644.0
2069,  5-9,Total,Wales,139362.0
2069, 10-14,Total,Wales,145279.0
2069, 15-19,Total,Wales,156751.0
2069, 20-24,Total,Wales,183770.0
2069, 25-29,Total,Wales,184409.0
2069, 30-34,Total,Wales,184040.0
2069, 35-39,Total,Wales,186835.0
2069, 40-44,Total,Wales,189968.0
2069, 45-49,Total,Wales,191645.0
2069, 50-54,Total,Wales,217423.0
2069, 55-59,Total,Wales,234069.0
2069, 60-64,Total,Wales,229150.0
2069, 65-69,Total,Wales,217637.0
2069, 70-74,Total,Wales,217341.0
2069, 75-79,Total,Wales,203737.0
2069, 80-84,Total,Wales,159265.0
2069, 85-89,Total,Wales,112061.0
2069, 90-94,Total,Wales,60005.0
2069, 95-99,Total,Wales,25617.0
2069, 100 & over,Total,Wales,5259.0
2069,All ages,Total,Wales,3377267.0
2070,  0-4,Total,Wales,133706.0
2070,  5-9,Total,Wales,139293.0
2070, 10-14,Total,Wales,144667.0
2070, 15-19,Total,Wales,155456.0
2070, 20-24,Total,Wales,182557.0
2070, 25-29,Total,Wales,184338.0
2070, 30-34,Total,Wales,184622.0
2070, 35-39,Total,Wales,186793.0
2070, 40-44,Total,Wales,189953.0
2070, 45-49,Total,Wales,190753.0
2070, 50-54,Total,Wales,213158.0
2070, 55-59,Total,Wales,232642.0
2070, 60-64,Total,Wales,233094.0
2070, 65-69,Total,Wales,215774.0
2070, 70-74,Total,Wales,218872.0
2070, 75-79,Total,Wales,203354.0
2070, 80-84,Total,Wales,162953.0
2070, 85-89,Total,Wales,113705.0
2070, 90-94,Total,Wales,62436.0
2070, 95-99,Total,Wales,25178.0
2070, 100 & over,Total,Wales,5353.0
2070,All ages,Total,Wales,3378657.0
2071,  0-4,Total,Wales,133752.0
2071,  5-9,Total,Wales,139293.0
2071, 10-14,Total,Wales,144189.0
2071, 15-19,Total,Wales,154261.0
2071, 20-24,Total,Wales,181229.0
2071, 25-29,Total,Wales,184012.0
2071, 30-34,Total,Wales,185226.0
2071, 35-39,Total,Wales,186833.0
2071, 40-44,Total,Wales,189915.0
2071, 45-49,Total,Wales,191771.0
2071, 50-54,Total,Wales,206875.0
2071, 55-59,Total,Wales,230418.0
2071, 60-64,Total,Wales,236559.0
2071, 65-69,Total,Wales,215754.0
2071, 70-74,Total,Wales,219426.0
2071, 75-79,Total,Wales,202019.0
2071, 80-84,Total,Wales,167959.0
2071, 85-89,Total,Wales,115175.0
2071, 90-94,Total,Wales,65155.0
2071, 95-99,Total,Wales,24634.0
2071, 100 & over,Total,Wales,5539.0
2071,All ages,Total,Wales,3379994.0
2072,  0-4,Total,Wales,133773.0
2072,  5-9,Total,Wales,139340.0
2072, 10-14,Total,Wales,143827.0
2072, 15-19,Total,Wales,153185.0
2072, 20-24,Total,Wales,179835.0
2072, 25-29,Total,Wales,183464.0
2072, 30-34,Total,Wales,185709.0
2072, 35-39,Total,Wales,187007.0
2072, 40-44,Total,Wales,189876.0
2072, 45-49,Total,Wales,192341.0
2072, 50-54,Total,Wales,202018.0
2072, 55-59,Total,Wales,227658.0
2072, 60-64,Total,Wales,238939.0
2072, 65-69,Total,Wales,219208.0
2072, 70-74,Total,Wales,216412.0
2072, 75-79,Total,Wales,201486.0
2072, 80-84,Total,Wales,172495.0
2072, 85-89,Total,Wales,117420.0
2072, 90-94,Total,Wales,67215.0
2072, 95-99,Total,Wales,24359.0
2072, 100 & over,Total,Wales,5631.0
2072,All ages,Total,Wales,3381198.0
2073,  0-4,Total,Wales,133750.0
2073,  5-9,Total,Wales,139413.0
2073, 10-14,Total,Wales,143590.0
2073, 15-19,Total,Wales,152244.0
2073, 20-24,Total,Wales,178400.0
2073, 25-29,Total,Wales,182700.0
2073, 30-34,Total,Wales,186038.0
2073, 35-39,Total,Wales,187353.0
2073, 40-44,Total,Wales,189830.0
2073, 45-49,Total,Wales,192833.0
2073, 50-54,Total,Wales,197837.0
2073, 55-59,Total,Wales,225371.0
2073, 60-64,Total,Wales,238689.0
2073, 65-69,Total,Wales,224569.0
2073, 70-74,Total,Wales,212910.0
2073, 75-79,Total,Wales,201655.0
2073, 80-84,Total,Wales,175371.0
2073, 85-89,Total,Wales,120320.0
2073, 90-94,Total,Wales,69328.0
2073, 95-99,Total,Wales,24415.0
2073, 100 & over,Total,Wales,5625.0
2073,All ages,Total,Wales,3382241.0
2074,  0-4,Total,Wales,133683.0
2074,  5-9,Total,Wales,139492.0
2074, 10-14,Total,Wales,143446.0
2074, 15-19,Total,Wales,151468.0
2074, 20-24,Total,Wales,176985.0
2074, 25-29,Total,Wales,181724.0
2074, 30-34,Total,Wales,186198.0
2074, 35-39,Total,Wales,187832.0
2074, 40-44,Total,Wales,189768.0
2074, 45-49,Total,Wales,193009.0
2074, 50-54,Total,Wales,195487.0
2074, 55-59,Total,Wales,222212.0
2074, 60-64,Total,Wales,238219.0
2074, 65-69,Total,Wales,228899.0
2074, 70-74,Total,Wales,210049.0
2074, 75-79,Total,Wales,201444.0
2074, 80-84,Total,Wales,177681.0
2074, 85-89,Total,Wales,124081.0
2074, 90-94,Total,Wales,70587.0
2074, 95-99,Total,Wales,25243.0
2074, 100 & over,Total,Wales,5561.0
2074,All ages,Total,Wales,3383068.0
2075,  0-4,Total,Wales,133560.0
2075,  5-9,Total,Wales,139565.0
2075, 10-14,Total,Wales,143381.0
2075, 15-19,Total,Wales,150842.0
2075, 20-24,Total,Wales,175638.0
2075, 25-29,Total,Wales,180575.0
2075, 30-34,Total,Wales,186130.0
2075, 35-39,Total,Wales,188428.0
2075, 40-44,Total,Wales,189736.0
2075, 45-49,Total,Wales,193014.0
2075, 50-54,Total,Wales,194585.0
2075, 55-59,Total,Wales,217919.0
2075, 60-64,Total,Wales,236842.0
2075, 65-69,Total,Wales,232913.0
2075, 70-74,Total,Wales,208407.0
2075, 75-79,Total,Wales,203034.0
2075, 80-84,Total,Wales,177519.0
2075, 85-89,Total,Wales,127332.0
2075, 90-94,Total,Wales,72075.0
2075, 95-99,Total,Wales,26612.0
2075, 100 & over,Total,Wales,5515.0
2075,All ages,Total,Wales,3383622.0
2076,  0-4,Total,Wales,133382.0
2076,  5-9,Total,Wales,139614.0
2076, 10-14,Total,Wales,143386.0
2076, 15-19,Total,Wales,150347.0
2076, 20-24,Total,Wales,174395.0
2076, 25-29,Total,Wales,179320.0
2076, 30-34,Total,Wales,185807.0
2076, 35-39,Total,Wales,189050.0
2076, 40-44,Total,Wales,189785.0
2076, 45-49,Total,Wales,192998.0
2076, 50-54,Total,Wales,195611.0
2076, 55-59,Total,Wales,211585.0
2076, 60-64,Total,Wales,234662.0
2076, 65-69,Total,Wales,236452.0
2076, 70-74,Total,Wales,208571.0
2076, 75-79,Total,Wales,203713.0
2076, 80-84,Total,Wales,176605.0
2076, 85-89,Total,Wales,131633.0
2076, 90-94,Total,Wales,73449.0
2076, 95-99,Total,Wales,28012.0
2076, 100 & over,Total,Wales,5481.0
2076,All ages,Total,Wales,3383858.0
2077,  0-4,Total,Wales,133140.0
2077,  5-9,Total,Wales,139636.0
2077, 10-14,Total,Wales,143437.0
2077, 15-19,Total,Wales,149975.0
2077, 20-24,Total,Wales,173266.0
2077, 25-29,Total,Wales,178002.0
2077, 30-34,Total,Wales,185268.0
2077, 35-39,Total,Wales,189549.0
2077, 40-44,Total,Wales,189978.0
2077, 45-49,Total,Wales,192975.0
2077, 50-54,Total,Wales,196221.0
2077, 55-59,Total,Wales,206642.0
2077, 60-64,Total,Wales,231932.0
2077, 65-69,Total,Wales,238918.0
2077, 70-74,Total,Wales,212039.0
2077, 75-79,Total,Wales,201047.0
2077, 80-84,Total,Wales,176424.0
2077, 85-89,Total,Wales,135517.0
2077, 90-94,Total,Wales,75256.0
2077, 95-99,Total,Wales,29016.0
2077, 100 & over,Total,Wales,5498.0
2077,All ages,Total,Wales,3383736.0
2078,  0-4,Total,Wales,132840.0
2078,  5-9,Total,Wales,139613.0
2078, 10-14,Total,Wales,143510.0
2078, 15-19,Total,Wales,149736.0
2078, 20-24,Total,Wales,172278.0
2078, 25-29,Total,Wales,176644.0
2078, 30-34,Total,Wales,184521.0
2078, 35-39,Total,Wales,189887.0
2078, 40-44,Total,Wales,190337.0
2078, 45-49,Total,Wales,192949.0
2078, 50-54,Total,Wales,196739.0
2078, 55-59,Total,Wales,202400.0
2078, 60-64,Total,Wales,229653.0
2078, 65-69,Total,Wales,238777.0
2078, 70-74,Total,Wales,217343.0
2078, 75-79,Total,Wales,197938.0
2078, 80-84,Total,Wales,176856.0
2078, 85-89,Total,Wales,138065.0
2078, 90-94,Total,Wales,77538.0
2078, 95-99,Total,Wales,30034.0
2078, 100 & over,Total,Wales,5583.0
2078,All ages,Total,Wales,3383241.0
2079,  0-4,Total,Wales,132475.0
2079,  5-9,Total,Wales,139549.0
2079, 10-14,Total,Wales,143591.0
2079, 15-19,Total,Wales,149588.0
2079, 20-24,Total,Wales,171462.0
2079, 25-29,Total,Wales,175304.0
2079, 30-34,Total,Wales,183557.0
2079, 35-39,Total,Wales,190058.0
2079, 40-44,Total,Wales,190832.0
2079, 45-49,Total,Wales,192907.0
2079, 50-54,Total,Wales,196941.0
2079, 55-59,Total,Wales,200011.0
2079, 60-64,Total,Wales,226498.0
2079, 65-69,Total,Wales,238378.0
2079, 70-74,Total,Wales,221631.0
2079, 75-79,Total,Wales,195459.0
2079, 80-84,Total,Wales,176998.0
2079, 85-89,Total,Wales,140191.0
2079, 90-94,Total,Wales,80357.0
2079, 95-99,Total,Wales,30730.0
2079, 100 & over,Total,Wales,5856.0
2079,All ages,Total,Wales,3382373.0
2080,  0-4,Total,Wales,132051.0
2080,  5-9,Total,Wales,139424.0
2080, 10-14,Total,Wales,143663.0
2080, 15-19,Total,Wales,149522.0
2080, 20-24,Total,Wales,170811.0
2080, 25-29,Total,Wales,174024.0
2080, 30-34,Total,Wales,182417.0
2080, 35-39,Total,Wales,190005.0
2080, 40-44,Total,Wales,191445.0
2080, 45-49,Total,Wales,192891.0
2080, 50-54,Total,Wales,196962.0
2080, 55-59,Total,Wales,199097.0
2080, 60-64,Total,Wales,222192.0
2080, 65-69,Total,Wales,237083.0
2080, 70-74,Total,Wales,225612.0
2080, 75-79,Total,Wales,194152.0
2080, 80-84,Total,Wales,178637.0
2080, 85-89,Total,Wales,140295.0
2080, 90-94,Total,Wales,82882.0
2080, 95-99,Total,Wales,31674.0
2080, 100 & over,Total,Wales,6252.0
2080,All ages,Total,Wales,3381091.0
2081,  0-4,Total,Wales,131570.0
2081,  5-9,Total,Wales,139242.0
2081, 10-14,Total,Wales,143713.0
2081, 15-19,Total,Wales,149526.0
2081, 20-24,Total,Wales,170295.0
2081, 25-29,Total,Wales,172847.0
2081, 30-34,Total,Wales,181167.0
2081, 35-39,Total,Wales,189690.0
2081, 40-44,Total,Wales,192084.0
2081, 45-49,Total,Wales,192957.0
2081, 50-54,Total,Wales,196963.0
2081, 55-59,Total,Wales,200134.0
2081, 60-64,Total,Wales,215832.0
2081, 65-69,Total,Wales,235005.0
2081, 70-74,Total,Wales,229149.0
2081, 75-79,Total,Wales,194552.0
2081, 80-84,Total,Wales,179461.0
2081, 85-89,Total,Wales,139921.0
2081, 90-94,Total,Wales,86122.0
2081, 95-99,Total,Wales,32561.0
2081, 100 & over,Total,Wales,6623.0
2081,All ages,Total,Wales,3379414.0
2082,  0-4,Total,Wales,131044.00000000001
2082,  5-9,Total,Wales,139000.0
2082, 10-14,Total,Wales,143734.0
2082, 15-19,Total,Wales,149576.0
2082, 20-24,Total,Wales,169911.0
2082, 25-29,Total,Wales,171781.0
2082, 30-34,Total,Wales,179856.0
2082, 35-39,Total,Wales,189153.0
2082, 40-44,Total,Wales,192607.0
2082, 45-49,Total,Wales,193163.0
2082, 50-54,Total,Wales,196955.0
2082, 55-59,Total,Wales,200791.0
2082, 60-64,Total,Wales,210831.0
2082, 65-69,Total,Wales,232369.0
2082, 70-74,Total,Wales,231649.0
2082, 75-79,Total,Wales,197980.0
2082, 80-84,Total,Wales,177291.0
2082, 85-89,Total,Wales,140177.0
2082, 90-94,Total,Wales,89024.0
2082, 95-99,Total,Wales,33598.0
2082, 100 & over,Total,Wales,6870.0
2082,All ages,Total,Wales,3377360.0
2083,  0-4,Total,Wales,130483.0
2083,  5-9,Total,Wales,138693.0
2083, 10-14,Total,Wales,143716.0
