Year,Age,Sex,Country,Population
2046, 45-49,Total,United Kingdom,4451281.0
2046, 50-54,Total,United Kingdom,4536210.0
2046, 55-59,Total,United Kingdom,4547804.0
2046, 60-64,Total,United Kingdom,4303764.0
2046, 65-69,Total,United Kingdom,3945562.0
2046, 70-74,Total,United Kingdom,3703838.0
2046, 75-79,Total,United Kingdom,3679075.0
2046, 80-84,Total,United Kingdom,3070043.0
2046, 85-89,Total,United Kingdom,1932312.0
2046, 90-94,Total,United Kingdom,901424.0
2046, 95-99,Total,United Kingdom,298580.0
2046, 100 & over,Total,United Kingdom,39620.0
2046,All ages,Total,United Kingdom,72606005.0
2047,  0-4,Total,United Kingdom,3643272.0
2047,  5-9,Total,United Kingdom,3671417.0
2047, 10-14,Total,United Kingdom,3610759.0
2047, 15-19,Total,United Kingdom,3689885.0
2047, 20-24,Total,United Kingdom,3992196.0
2047, 25-29,Total,United Kingdom,4401468.0
2047, 30-34,Total,United Kingdom,4854963.0
2047, 35-39,Total,United Kingdom,4907202.0
2047, 40-44,Total,United Kingdom,4484104.0
2047, 45-49,Total,United Kingdom,4390298.0
2047, 50-54,Total,United Kingdom,4516496.0
2047, 55-59,Total,United Kingdom,4584477.0
2047, 60-64,Total,United Kingdom,4321649.0
2047, 65-69,Total,United Kingdom,4037338.0
2047, 70-74,Total,United Kingdom,3611759.0
2047, 75-79,Total,United Kingdom,3655101.0
2047, 80-84,Total,United Kingdom,3107638.0
2047, 85-89,Total,United Kingdom,2004447.0
2047, 90-94,Total,United Kingdom,932015.0
2047, 95-99,Total,United Kingdom,294560.0
2047, 100 & over,Total,United Kingdom,46143.0
2047,All ages,Total,United Kingdom,72757187.0
2048,  0-4,Total,United Kingdom,3641564.0
2048,  5-9,Total,United Kingdom,3699939.0
2048, 10-14,Total,United Kingdom,3632803.0
2048, 15-19,Total,United Kingdom,3690411.0
2048, 20-24,Total,United Kingdom,3991342.0
2048, 25-29,Total,United Kingdom,4312224.0
2048, 30-34,Total,United Kingdom,4809913.0
2048, 35-39,Total,United Kingdom,4929603.0
2048, 40-44,Total,United Kingdom,4592717.0
2048, 45-49,Total,United Kingdom,4352877.0
2048, 50-54,Total,United Kingdom,4506110.0
2048, 55-59,Total,United Kingdom,4575614.0
2048, 60-64,Total,United Kingdom,4361348.0
2048, 65-69,Total,United Kingdom,4118478.0
2048, 70-74,Total,United Kingdom,3562635.0
2048, 75-79,Total,United Kingdom,3610415.0
2048, 80-84,Total,United Kingdom,3124867.0
2048, 85-89,Total,United Kingdom,2074077.0000000002
2048, 90-94,Total,United Kingdom,967605.0
2048, 95-99,Total,United Kingdom,297473.0
2048, 100 & over,Total,United Kingdom,49079.0
2048,All ages,Total,United Kingdom,72901094.0
2049,  0-4,Total,United Kingdom,3632617.0
2049,  5-9,Total,United Kingdom,3724597.0
2049, 10-14,Total,United Kingdom,3660090.0
2049, 15-19,Total,United Kingdom,3693615.0
2049, 20-24,Total,United Kingdom,3986214.0
2049, 25-29,Total,United Kingdom,4247710.0
2049, 30-34,Total,United Kingdom,4757490.0
2049, 35-39,Total,United Kingdom,4941293.0
2049, 40-44,Total,United Kingdom,4679217.0
2049, 45-49,Total,United Kingdom,4335356.0
2049, 50-54,Total,United Kingdom,4492205.0
2049, 55-59,Total,United Kingdom,4574546.0
2049, 60-64,Total,United Kingdom,4400666.0
2049, 65-69,Total,United Kingdom,4144209.0
2049, 70-74,Total,United Kingdom,3593181.0
2049, 75-79,Total,United Kingdom,3538088.0
2049, 80-84,Total,United Kingdom,3130931.0
2049, 85-89,Total,United Kingdom,2145534.0
2049, 90-94,Total,United Kingdom,1004960.0
2049, 95-99,Total,United Kingdom,303806.0
2049, 100 & over,Total,United Kingdom,50220.0
2049,All ages,Total,United Kingdom,73036545.0
2050,  0-4,Total,United Kingdom,3617597.0
2050,  5-9,Total,United Kingdom,3743495.0
2050, 10-14,Total,United Kingdom,3691649.0
2050, 15-19,Total,United Kingdom,3699955.0
2050, 20-24,Total,United Kingdom,3979856.0
2050, 25-29,Total,United Kingdom,4206254.0
2050, 30-34,Total,United Kingdom,4684796.0
2050, 35-39,Total,United Kingdom,4939024.0
2050, 40-44,Total,United Kingdom,4764373.0
2050, 45-49,Total,United Kingdom,4347318.0
2050, 50-54,Total,United Kingdom,4480432.0
2050, 55-59,Total,United Kingdom,4545271.0
2050, 60-64,Total,United Kingdom,4429138.0
2050, 65-69,Total,United Kingdom,4159424.0
2050, 70-74,Total,United Kingdom,3665682.0
2050, 75-79,Total,United Kingdom,3472286.0
2050, 80-84,Total,United Kingdom,3116782.0
2050, 85-89,Total,United Kingdom,2212096.0
2050, 90-94,Total,United Kingdom,1045829.9999999999
2050, 95-99,Total,United Kingdom,310540.0
2050, 100 & over,Total,United Kingdom,50814.0
2050,All ages,Total,United Kingdom,73162612.0
2051,  0-4,Total,United Kingdom,3598024.0
2051,  5-9,Total,United Kingdom,3755546.0
2051, 10-14,Total,United Kingdom,3724687.0
2051, 15-19,Total,United Kingdom,3710716.0
2051, 20-24,Total,United Kingdom,3975463.0
2051, 25-29,Total,United Kingdom,4194198.9999999995
2051, 30-34,Total,United Kingdom,4574986.0
2051, 35-39,Total,United Kingdom,4924050.0
2051, 40-44,Total,United Kingdom,4838219.0
2051, 45-49,Total,United Kingdom,4400950.0
2051, 50-54,Total,United Kingdom,4447631.0
2051, 55-59,Total,United Kingdom,4506105.0
2051, 60-64,Total,United Kingdom,4473909.0
2051, 65-69,Total,United Kingdom,4177468.0
2051, 70-74,Total,United Kingdom,3749090.0
2051, 75-79,Total,United Kingdom,3381257.0
2051, 80-84,Total,United Kingdom,3123317.0
2051, 85-89,Total,United Kingdom,2259035.0
2051, 90-94,Total,United Kingdom,1091541.0
2051, 95-99,Total,United Kingdom,321503.0
2051, 100 & over,Total,United Kingdom,51192.0
2051,All ages,Total,United Kingdom,73278888.0
2052,  0-4,Total,United Kingdom,3574725.0
2052,  5-9,Total,United Kingdom,3760894.0
2052, 10-14,Total,United Kingdom,3756094.0
2052, 15-19,Total,United Kingdom,3727076.0
2052, 20-24,Total,United Kingdom,3973502.0
2052, 25-29,Total,United Kingdom,4191040.0
2052, 30-34,Total,United Kingdom,4472723.0
2052, 35-39,Total,United Kingdom,4875191.0
2052, 40-44,Total,United Kingdom,4910864.0
2052, 45-49,Total,United Kingdom,4490666.0
2052, 50-54,Total,United Kingdom,4387769.0
2052, 55-59,Total,United Kingdom,4487491.0
2052, 60-64,Total,United Kingdom,4510755.0
2052, 65-69,Total,United Kingdom,4196467.0
2052, 70-74,Total,United Kingdom,3838097.0
2052, 75-79,Total,United Kingdom,3301689.0
2052, 80-84,Total,United Kingdom,3109040.0
2052, 85-89,Total,United Kingdom,2293698.0
2052, 90-94,Total,United Kingdom,1139872.0
2052, 95-99,Total,United Kingdom,335877.0
2052, 100 & over,Total,United Kingdom,51772.0
2052,All ages,Total,United Kingdom,73385302.0
2053,  0-4,Total,United Kingdom,3548642.0
2053,  5-9,Total,United Kingdom,3759202.0
2053, 10-14,Total,United Kingdom,3784616.0
2053, 15-19,Total,United Kingdom,3749136.0
2053, 20-24,Total,United Kingdom,3974062.0
2053, 25-29,Total,United Kingdom,4190241.0
2053, 30-34,Total,United Kingdom,4383745.0
2053, 35-39,Total,United Kingdom,4830440.0
2053, 40-44,Total,United Kingdom,4933419.0
2053, 45-49,Total,United Kingdom,4598930.0
2053, 50-54,Total,United Kingdom,4351263.0
2053, 55-59,Total,United Kingdom,4477985.0
2053, 60-64,Total,United Kingdom,4503064.0
2053, 65-69,Total,United Kingdom,4236606.0
2053, 70-74,Total,United Kingdom,3916792.0
2053, 75-79,Total,United Kingdom,3261296.0
2053, 80-84,Total,United Kingdom,3076101.0
2053, 85-89,Total,United Kingdom,2313373.0
2053, 90-94,Total,United Kingdom,1187184.0
2053, 95-99,Total,United Kingdom,352538.0
2053, 100 & over,Total,United Kingdom,53266.0
2053,All ages,Total,United Kingdom,73481901.0
2054,  0-4,Total,United Kingdom,3520855.0
2054,  5-9,Total,United Kingdom,3750278.0
2054, 10-14,Total,United Kingdom,3809279.0
2054, 15-19,Total,United Kingdom,3776423.0
2054, 20-24,Total,United Kingdom,3977308.0
2054, 25-29,Total,United Kingdom,4185184.0
2054, 30-34,Total,United Kingdom,4319450.0
2054, 35-39,Total,United Kingdom,4778317.0
2054, 40-44,Total,United Kingdom,4945297.0
2054, 45-49,Total,United Kingdom,4685203.0
2054, 50-54,Total,United Kingdom,4334493.0
2054, 55-59,Total,United Kingdom,4465029.0
2054, 60-64,Total,United Kingdom,4503010.0
2054, 65-69,Total,United Kingdom,4276157.0
2054, 70-74,Total,United Kingdom,3943384.0
2054, 75-79,Total,United Kingdom,3293988.0
2054, 80-84,Total,United Kingdom,3019353.0
2054, 85-89,Total,United Kingdom,2325717.0
2054, 90-94,Total,United Kingdom,1235493.0
2054, 95-99,Total,United Kingdom,369645.0
2054, 100 & over,Total,United Kingdom,55145.0
2054,All ages,Total,United Kingdom,73569008.0
2055,  0-4,Total,United Kingdom,3492603.0
2055,  5-9,Total,United Kingdom,3735283.0
2055, 10-14,Total,United Kingdom,3828179.0
2055, 15-19,Total,United Kingdom,3807992.0
2055, 20-24,Total,United Kingdom,3983686.0
2055, 25-29,Total,United Kingdom,4178888.0
2055, 30-34,Total,United Kingdom,4278172.0
2055, 35-39,Total,United Kingdom,4705968.0
2055, 40-44,Total,United Kingdom,4943279.0
2055, 45-49,Total,United Kingdom,4770159.0
2055, 50-54,Total,United Kingdom,4346921.0
2055, 55-59,Total,United Kingdom,4454063.0
2055, 60-64,Total,United Kingdom,4475370.0
2055, 65-69,Total,United Kingdom,4305339.0
2055, 70-74,Total,United Kingdom,3960489.0
2055, 75-79,Total,United Kingdom,3365158.0
2055, 80-84,Total,United Kingdom,2967870.0
2055, 85-89,Total,United Kingdom,2322850.0
2055, 90-94,Total,United Kingdom,1280520.0
2055, 95-99,Total,United Kingdom,387706.0
2055, 100 & over,Total,United Kingdom,56930.0
2055,All ages,Total,United Kingdom,73647425.0
2056,  0-4,Total,United Kingdom,3464926.0
2056,  5-9,Total,United Kingdom,3715727.0
2056, 10-14,Total,United Kingdom,3840242.0
2056, 15-19,Total,United Kingdom,3841030.0
2056, 20-24,Total,United Kingdom,3994472.0
2056, 25-29,Total,United Kingdom,4174559.0
2056, 30-34,Total,United Kingdom,4266234.0
2056, 35-39,Total,United Kingdom,4596614.0
2056, 40-44,Total,United Kingdom,4928635.0
2056, 45-49,Total,United Kingdom,4843891.0
2056, 50-54,Total,United Kingdom,4400620.0
2056, 55-59,Total,United Kingdom,4422387.0
2056, 60-64,Total,United Kingdom,4438227.0
2056, 65-69,Total,United Kingdom,4350345.0
2056, 70-74,Total,United Kingdom,3980243.0
2056, 75-79,Total,United Kingdom,3445556.0
2056, 80-84,Total,United Kingdom,2896169.0
2056, 85-89,Total,United Kingdom,2336416.0
2056, 90-94,Total,United Kingdom,1314149.0
2056, 95-99,Total,United Kingdom,408273.0
2056, 100 & over,Total,United Kingdom,59587.0
2056,All ages,Total,United Kingdom,73718302.0
2057,  0-4,Total,United Kingdom,3438688.0
2057,  5-9,Total,United Kingdom,3692454.0
2057, 10-14,Total,United Kingdom,3845590.0
2057, 15-19,Total,United Kingdom,3872446.0
2057, 20-24,Total,United Kingdom,4010860.0
2057, 25-29,Total,United Kingdom,4172657.0
2057, 30-34,Total,United Kingdom,4263167.0
2057, 35-39,Total,United Kingdom,4494784.0
2057, 40-44,Total,United Kingdom,4880256.0
2057, 45-49,Total,United Kingdom,4916455.0
2057, 50-54,Total,United Kingdom,4490017.0
2057, 55-59,Total,United Kingdom,4364022.0
2057, 60-64,Total,United Kingdom,4421199.0
2057, 65-69,Total,United Kingdom,4387416.0
2057, 70-74,Total,United Kingdom,4000752.0
2057, 75-79,Total,United Kingdom,3530117.0
2057, 80-84,Total,United Kingdom,2834200.0
2057, 85-89,Total,United Kingdom,2333519.0
2057, 90-94,Total,United Kingdom,1341135.0
2057, 95-99,Total,United Kingdom,430280.0
2057, 100 & over,Total,United Kingdom,62942.0
2057,All ages,Total,United Kingdom,73782956.0
2058,  0-4,Total,United Kingdom,3414749.0
2058,  5-9,Total,United Kingdom,3666390.0
2058, 10-14,Total,United Kingdom,3843911.0
2058, 15-19,Total,United Kingdom,3900970.0
2058, 20-24,Total,United Kingdom,4032936.0
2058, 25-29,Total,United Kingdom,4173279.9999999995
2058, 30-34,Total,United Kingdom,4262457.0
2058, 35-39,Total,United Kingdom,4406197.0
2058, 40-44,Total,United Kingdom,4835948.0
2058, 45-49,Total,United Kingdom,4939245.0
2058, 50-54,Total,United Kingdom,4597798.0
2058, 55-59,Total,United Kingdom,4328710.0
2058, 60-64,Total,United Kingdom,4412959.0
2058, 65-69,Total,United Kingdom,4381397.0
2058, 70-74,Total,United Kingdom,4041419.0
2058, 75-79,Total,United Kingdom,3604859.0
2058, 80-84,Total,United Kingdom,2805876.0
2058, 85-89,Total,United Kingdom,2315188.0
2058, 90-94,Total,United Kingdom,1359462.0
2058, 95-99,Total,United Kingdom,452078.0
2058, 100 & over,Total,United Kingdom,66890.0
2058,All ages,Total,United Kingdom,73842719.0
2059,  0-4,Total,United Kingdom,3393807.0
2059,  5-9,Total,United Kingdom,3638626.0
2059, 10-14,Total,United Kingdom,3834996.0
2059, 15-19,Total,United Kingdom,3925643.0
2059, 20-24,Total,United Kingdom,4060232.0
2059, 25-29,Total,United Kingdom,4176573.0000000005
2059, 30-34,Total,United Kingdom,4257496.0
2059, 35-39,Total,United Kingdom,4342230.0
2059, 40-44,Total,United Kingdom,4784269.0
2059, 45-49,Total,United Kingdom,4951401.0
2059, 50-54,Total,United Kingdom,4683770.0
2059, 55-59,Total,United Kingdom,4312944.0
2059, 60-64,Total,United Kingdom,4401355.0
2059, 65-69,Total,United Kingdom,4382775.0
2059, 70-74,Total,United Kingdom,4081202.0
2059, 75-79,Total,United Kingdom,3632411.0
2059, 80-84,Total,United Kingdom,2840998.0
2059, 85-89,Total,United Kingdom,2278583.0
2059, 90-94,Total,United Kingdom,1374495.0
2059, 95-99,Total,United Kingdom,474257.0
2059, 100 & over,Total,United Kingdom,70856.0
2059,All ages,Total,United Kingdom,73898919.0
2060,  0-4,Total,United Kingdom,3376177.0
2060,  5-9,Total,United Kingdom,3610397.0
2060, 10-14,Total,United Kingdom,3820009.0
2060, 15-19,Total,United Kingdom,3944551.0
2060, 20-24,Total,United Kingdom,4091812.0
2060, 25-29,Total,United Kingdom,4182993.9999999995
2060, 30-34,Total,United Kingdom,4251299.0
2060, 35-39,Total,United Kingdom,4301213.0
2060, 40-44,Total,United Kingdom,4712446.0
2060, 45-49,Total,United Kingdom,4949739.0
2060, 50-54,Total,United Kingdom,4768457.0
2060, 55-59,Total,United Kingdom,4325994.0
2060, 60-64,Total,United Kingdom,4391531.0
2060, 65-69,Total,United Kingdom,4357472.0
2060, 70-74,Total,United Kingdom,4111318.0
2060, 75-79,Total,United Kingdom,3652088.0
2060, 80-84,Total,United Kingdom,2909452.0
2060, 85-89,Total,United Kingdom,2245771.0
2060, 90-94,Total,United Kingdom,1380316.0
2060, 95-99,Total,United Kingdom,494916.0
2060, 100 & over,Total,United Kingdom,74922.0
2060,All ages,Total,United Kingdom,73952874.0
2061,  0-4,Total,United Kingdom,3361915.0
2061,  5-9,Total,United Kingdom,3582741.0
2061, 10-14,Total,United Kingdom,3800461.0
2061, 15-19,Total,United Kingdom,3956630.0
2061, 20-24,Total,United Kingdom,4124854.9999999995
2061, 25-29,Total,United Kingdom,4193823.9999999995
2061, 30-34,Total,United Kingdom,4247057.0
2061, 35-39,Total,United Kingdom,4289449.0
2061, 40-44,Total,United Kingdom,4603767.0
2061, 45-49,Total,United Kingdom,4935569.0
2061, 50-54,Total,United Kingdom,4842039.0
2061, 55-59,Total,United Kingdom,4379801.0
2061, 60-64,Total,United Kingdom,4361451.0
2061, 65-69,Total,United Kingdom,4323197.0
2061, 70-74,Total,United Kingdom,4156572.0
2061, 75-79,Total,United Kingdom,3674162.0
2061, 80-84,Total,United Kingdom,2984698.0
2061, 85-89,Total,United Kingdom,2199561.0
2061, 90-94,Total,United Kingdom,1397187.0
2061, 95-99,Total,United Kingdom,511096.0
2061, 100 & over,Total,United Kingdom,79734.0
2061,All ages,Total,United Kingdom,74005766.0
2062,  0-4,Total,United Kingdom,3351009.0
2062,  5-9,Total,United Kingdom,3556520.0
2062, 10-14,Total,United Kingdom,3777206.0
2062, 15-19,Total,United Kingdom,3961986.0
2062, 20-24,Total,United Kingdom,4156287.9999999995
2062, 25-29,Total,United Kingdom,4210241.0
2062, 30-34,Total,United Kingdom,4245244.0
2062, 35-39,Total,United Kingdom,4286521.0
2062, 40-44,Total,United Kingdom,4502568.0
2062, 45-49,Total,United Kingdom,4887887.0
2062, 50-54,Total,United Kingdom,4914493.0
2062, 55-59,Total,United Kingdom,4468775.0
2062, 60-64,Total,United Kingdom,4305218.0
2062, 65-69,Total,United Kingdom,4308401.0
2062, 70-74,Total,United Kingdom,4193890.0000000005
2062, 75-79,Total,United Kingdom,3696649.0
2062, 80-84,Total,United Kingdom,3062017.0
2062, 85-89,Total,United Kingdom,2160621.0
2062, 90-94,Total,United Kingdom,1403156.0
2062, 95-99,Total,United Kingdom,525065.0
2062, 100 & over,Total,United Kingdom,84974.0
2062,All ages,Total,United Kingdom,74058729.0
2063,  0-4,Total,United Kingdom,3343502.0
2063,  5-9,Total,United Kingdom,3532600.0
2063, 10-14,Total,United Kingdom,3751147.0
2063, 15-19,Total,United Kingdom,3960325.0
2063, 20-24,Total,United Kingdom,4184823.0000000005
2063, 25-29,Total,United Kingdom,4232355.0
2063, 30-34,Total,United Kingdom,4245944.0
2063, 35-39,Total,United Kingdom,4285944.0
2063, 40-44,Total,United Kingdom,4414565.0
2063, 45-49,Total,United Kingdom,4844211.0
2063, 50-54,Total,United Kingdom,4937603.0
2063, 55-59,Total,United Kingdom,4575911.0
2063, 60-64,Total,United Kingdom,4271647.0
2063, 65-69,Total,United Kingdom,4301941.0
2063, 70-74,Total,United Kingdom,4190180.0000000005
2063, 75-79,Total,United Kingdom,3737882.0
2063, 80-84,Total,United Kingdom,3130261.0
2063, 85-89,Total,United Kingdom,2147544.0
2063, 90-94,Total,United Kingdom,1398431.0
2063, 95-99,Total,United Kingdom,535747.0
2063, 100 & over,Total,United Kingdom,90216.0
2063,All ages,Total,United Kingdom,74112779.0
2064,  0-4,Total,United Kingdom,3339373.0
2064,  5-9,Total,United Kingdom,3511672.0
2064, 10-14,Total,United Kingdom,3723396.0
2064, 15-19,Total,United Kingdom,3951427.0
2064, 20-24,Total,United Kingdom,4209521.0
2064, 25-29,Total,United Kingdom,4259672.0
2064, 30-34,Total,United Kingdom,4249316.0
2064, 35-39,Total,United Kingdom,4281119.0
2064, 40-44,Total,United Kingdom,4351094.0
2064, 45-49,Total,United Kingdom,4793178.0
2064, 50-54,Total,United Kingdom,4950129.0
2064, 55-59,Total,United Kingdom,4661492.0
2064, 60-64,Total,United Kingdom,4257342.0
2064, 65-69,Total,United Kingdom,4292262.0
2064, 70-74,Total,United Kingdom,4193506.9999999995
2064, 75-79,Total,United Kingdom,3777770.0
2064, 80-84,Total,United Kingdom,3158583.0
2064, 85-89,Total,United Kingdom,2184156.0
2064, 90-94,Total,United Kingdom,1382362.0
2064, 95-99,Total,United Kingdom,545880.0
2064, 100 & over,Total,United Kingdom,95533.0
2064,All ages,Total,United Kingdom,74168784.0
2065,  0-4,Total,United Kingdom,3338522.0
2065,  5-9,Total,United Kingdom,3494061.0
2065, 10-14,Total,United Kingdom,3695172.0
2065, 15-19,Total,United Kingdom,3936464.0
2065, 20-24,Total,United Kingdom,4228455.0
2065, 25-29,Total,United Kingdom,4291276.0
2065, 30-34,Total,United Kingdom,4255814.0
2065, 35-39,Total,United Kingdom,4275059.0
2065, 40-44,Total,United Kingdom,4310474.0
2065, 45-49,Total,United Kingdom,4722109.0
2065, 50-54,Total,United Kingdom,4948943.0
2065, 55-59,Total,United Kingdom,4745803.0
2065, 60-64,Total,United Kingdom,4271294.0
2065, 65-69,Total,United Kingdom,4284078.0
2065, 70-74,Total,United Kingdom,4171435.0000000005
2065, 75-79,Total,United Kingdom,3809066.0
2065, 80-84,Total,United Kingdom,3181427.0
2065, 85-89,Total,United Kingdom,2246626.0
2065, 90-94,Total,United Kingdom,1368642.0
2065, 95-99,Total,United Kingdom,552163.0
2065, 100 & over,Total,United Kingdom,100503.0
2065,All ages,Total,United Kingdom,74227386.0
2066,  0-4,Total,United Kingdom,3340730.0
2066,  5-9,Total,United Kingdom,3479810.0
2066, 10-14,Total,United Kingdom,3667531.0
2066, 15-19,Total,United Kingdom,3916935.0
2066, 20-24,Total,United Kingdom,4240559.0
2066, 25-29,Total,United Kingdom,4324343.0
2066, 30-34,Total,United Kingdom,4266706.0
2066, 35-39,Total,United Kingdom,4270957.0
2066, 40-44,Total,United Kingdom,4298954.0
2066, 45-49,Total,United Kingdom,4614415.0
2066, 50-54,Total,United Kingdom,4935406.0
2066, 55-59,Total,United Kingdom,4819177.0
2066, 60-64,Total,United Kingdom,4325259.0
2066, 65-69,Total,United Kingdom,4256295.0
2066, 70-74,Total,United Kingdom,4141200.0
2066, 75-79,Total,United Kingdom,3854495.0
2066, 80-84,Total,United Kingdom,3206301.0
2066, 85-89,Total,United Kingdom,2312529.0
2066, 90-94,Total,United Kingdom,1348772.0
2066, 95-99,Total,United Kingdom,563980.0
2066, 100 & over,Total,United Kingdom,104621.0
2066,All ages,Total,United Kingdom,74288975.0
2067,  0-4,Total,United Kingdom,3345621.0
2067,  5-9,Total,United Kingdom,3468916.0
2067, 10-14,Total,United Kingdom,3641321.0
2067, 15-19,Total,United Kingdom,3893701.0
2067, 20-24,Total,United Kingdom,4245951.0
2067, 25-29,Total,United Kingdom,4355792.0
2067, 30-34,Total,United Kingdom,4283178.0
2067, 35-39,Total,United Kingdom,4269278.0
2067, 40-44,Total,United Kingdom,4296235.0
2067, 45-49,Total,United Kingdom,4514139.0
2067, 50-54,Total,United Kingdom,4888632.0
2067, 55-59,Total,United Kingdom,4891466.0
2067, 60-64,Total,United Kingdom,4413620.0
2067, 65-69,Total,United Kingdom,4203110.0
2067, 70-74,Total,United Kingdom,4129545.0
2067, 75-79,Total,United Kingdom,3891980.0
2067, 80-84,Total,United Kingdom,3231099.0
2067, 85-89,Total,United Kingdom,2377843.0
2067, 90-94,Total,United Kingdom,1333256.0
2067, 95-99,Total,United Kingdom,570517.0
2067, 100 & over,Total,United Kingdom,108461.0
2067,All ages,Total,United Kingdom,74353661.0
2068,  0-4,Total,United Kingdom,3352750.0
2068,  5-9,Total,United Kingdom,3461417.0
2068, 10-14,Total,United Kingdom,3617416.0
2068, 15-19,Total,United Kingdom,3867662.0
2068, 20-24,Total,United Kingdom,4244326.0
2068, 25-29,Total,United Kingdom,4384347.0
2068, 30-34,Total,United Kingdom,4305341.0
2068, 35-39,Total,United Kingdom,4270101.0
2068, 40-44,Total,United Kingdom,4295851.0
2068, 45-49,Total,United Kingdom,4426979.0
2068, 50-54,Total,United Kingdom,4845802.0
2068, 55-59,Total,United Kingdom,4914987.0
2068, 60-64,Total,United Kingdom,4519836.0
2068, 65-69,Total,United Kingdom,4172000.0
2068, 70-74,Total,United Kingdom,4125572.0
2068, 75-79,Total,United Kingdom,3891499.0
2068, 80-84,Total,United Kingdom,3272577.0
2068, 85-89,Total,United Kingdom,2435395.0
2068, 90-94,Total,United Kingdom,1334124.0
2068, 95-99,Total,United Kingdom,571776.0
2068, 100 & over,Total,United Kingdom,111691.0
2068,All ages,Total,United Kingdom,74421449.0
2069,  0-4,Total,United Kingdom,3361649.0
2069,  5-9,Total,United Kingdom,3457303.0
2069, 10-14,Total,United Kingdom,3596497.0
2069, 15-19,Total,United Kingdom,3839936.0
2069, 20-24,Total,United Kingdom,4235463.0
2069, 25-29,Total,United Kingdom,4409071.0
2069, 30-34,Total,United Kingdom,4332697.0
2069, 35-39,Total,United Kingdom,4273584.0
2069, 40-44,Total,United Kingdom,4291235.0
2069, 45-49,Total,United Kingdom,4364217.0
2069, 50-54,Total,United Kingdom,4795634.0
2069, 55-59,Total,United Kingdom,4927979.0
2069, 60-64,Total,United Kingdom,4604823.0
2069, 65-69,Total,United Kingdom,4159763.0
2069, 70-74,Total,United Kingdom,4118581.0
2069, 75-79,Total,United Kingdom,3897532.0
2069, 80-84,Total,United Kingdom,3312076.0
2069, 85-89,Total,United Kingdom,2463358.0
2069, 90-94,Total,United Kingdom,1367384.0
2069, 95-99,Total,United Kingdom,568291.0
2069, 100 & over,Total,United Kingdom,115068.0
2069,All ages,Total,United Kingdom,74492141.0
2070,  0-4,Total,United Kingdom,3371826.0
2070,  5-9,Total,United Kingdom,3456472.0
2070, 10-14,Total,United Kingdom,3578893.0
2070, 15-19,Total,United Kingdom,3811738.0
2070, 20-24,Total,United Kingdom,4220531.0
2070, 25-29,Total,United Kingdom,4428041.0
2070, 30-34,Total,United Kingdom,4364330.0
2070, 35-39,Total,United Kingdom,4280192.0
2070, 40-44,Total,United Kingdom,4285384.0
2070, 45-49,Total,United Kingdom,4324162.0
2070, 50-54,Total,United Kingdom,4725579.0
2070, 55-59,Total,United Kingdom,4927427.0
2070, 60-64,Total,United Kingdom,4688557.0
2070, 65-69,Total,United Kingdom,4174975.9999999995
2070, 70-74,Total,United Kingdom,4112661.0
2070, 75-79,Total,United Kingdom,3880082.0
2070, 80-84,Total,United Kingdom,3344587.0
2070, 85-89,Total,United Kingdom,2489109.0
2070, 90-94,Total,United Kingdom,1417156.0
2070, 95-99,Total,United Kingdom,566139.0
2070, 100 & over,Total,United Kingdom,117548.0
2070,All ages,Total,United Kingdom,74565390.0
2071,  0-4,Total,United Kingdom,3382857.0
2071,  5-9,Total,United Kingdom,3458689.0
2071, 10-14,Total,United Kingdom,3564658.0
2071, 15-19,Total,United Kingdom,3784116.0
2071, 20-24,Total,United Kingdom,4201045.0
2071, 25-29,Total,United Kingdom,4440179.0
2071, 30-34,Total,United Kingdom,4397424.0
2071, 35-39,Total,United Kingdom,4291185.0
2071, 40-44,Total,United Kingdom,4281494.0
2071, 45-49,Total,United Kingdom,4313002.0
2071, 50-54,Total,United Kingdom,4619185.0
2071, 55-59,Total,United Kingdom,4914718.0
2071, 60-64,Total,United Kingdom,4761609.0
2071, 65-69,Total,United Kingdom,4229128.0
2071, 70-74,Total,United Kingdom,4088080.0
2071, 75-79,Total,United Kingdom,3855703.0
2071, 80-84,Total,United Kingdom,3389751.0
2071, 85-89,Total,United Kingdom,2516373.0
2071, 90-94,Total,United Kingdom,1467042.0
2071, 95-99,Total,United Kingdom,562877.0
2071, 100 & over,Total,United Kingdom,121532.0
2071,All ages,Total,United Kingdom,74640647.0
2072,  0-4,Total,United Kingdom,3394326.0
2072,  5-9,Total,United Kingdom,3463592.0
2072, 10-14,Total,United Kingdom,3553774.0
2072, 15-19,Total,United Kingdom,3757931.0
2072, 20-24,Total,United Kingdom,4177857.0
2072, 25-29,Total,United Kingdom,4445618.0
2072, 30-34,Total,United Kingdom,4428906.0
2072, 35-39,Total,United Kingdom,4307738.0
2072, 40-44,Total,United Kingdom,4280011.0
2072, 45-49,Total,United Kingdom,4310582.0
2072, 50-54,Total,United Kingdom,4520134.0
2072, 55-59,Total,United Kingdom,4869160.0
2072, 60-64,Total,United Kingdom,4833663.0
2072, 65-69,Total,United Kingdom,4316562.0
2072, 70-74,Total,United Kingdom,4039205.0
2072, 75-79,Total,United Kingdom,3848608.0
2072, 80-84,Total,United Kingdom,3427008.0
2072, 85-89,Total,United Kingdom,2542986.0
2072, 90-94,Total,United Kingdom,1514167.0
2072, 95-99,Total,United Kingdom,561391.0
